timestep_superordinate_dispatch,region_dispatch,technology,carrier,scenario,id,variable,value,objName
2030,DE,none,electricity,s2016,none,import,62.39084571903339,TheModel
2030,DE,none,electricity,s2014,none,import,88.74292691545695,TheModel
2040,DE,none,electricity,s2016,none,import,225.3540255599535,TheModel
2040,DE,none,electricity,s2014,none,import,188.15544050029305,TheModel
2030,CH,none,electricity,s2016,none,import,55.72444727602942,TheModel
2030,CH,none,electricity,s2014,none,import,60.104988522521396,TheModel
2040,CH,none,electricity,s2016,none,import,55.759559444062276,TheModel
2040,CH,none,electricity,s2014,none,import,70.46938530247321,TheModel
2030,BE,none,electricity,s2016,none,import,55.91095513704725,TheModel
2030,BE,none,electricity,s2014,none,import,67.07252867740858,TheModel
2040,BE,none,electricity,s2016,none,import,84.87262841303665,TheModel
2040,BE,none,electricity,s2014,none,import,99.4815784388372,TheModel
2030,AT,none,electricity,s2016,none,import,36.30987270726794,TheModel
2030,AT,none,electricity,s2014,none,import,40.41440197590333,TheModel
2040,AT,none,electricity,s2016,none,import,45.41966296121787,TheModel
2040,AT,none,electricity,s2014,none,import,54.83527143040721,TheModel
