region_4,technology_3,timestep_2,parameter,value
92UK,dieselFrtRail,2020,capaConvResi,0.02156
93UK,dieselFrtRail,2020,capaConvResi,0.00586
94UK,dieselFrtRail,2020,capaConvResi,0.00381
95UK,dieselFrtRail,2020,capaConvResi,0.00083
96IE,dieselFrtRail,2020,capaConvResi,0.00032
98IT,dieselFrtRail,2020,capaConvResi,0.00222
99FR,dieselFrtRail,2020,capaConvResi,0.00035
01ES,dieselFrtRoadHeavy,2020,capaConvResi,0.496
02ES,dieselFrtRoadHeavy,2020,capaConvResi,0.46164
03ES,dieselFrtRoadHeavy,2020,capaConvResi,0.33762
04ES,dieselFrtRoadHeavy,2020,capaConvResi,0.79738
05ES,dieselFrtRoadHeavy,2020,capaConvResi,0.28777
06ES,dieselFrtRoadHeavy,2020,capaConvResi,1.78871
07ES,dieselFrtRoadHeavy,2020,capaConvResi,1.78774
08ES,dieselFrtRoadHeavy,2020,capaConvResi,0.3433
09ES,dieselFrtRoadHeavy,2020,capaConvResi,0.80476
10ES,dieselFrtRoadHeavy,2020,capaConvResi,0.46219
11ES,dieselFrtRoadHeavy,2020,capaConvResi,1.47283
12PT,dieselFrtRoadHeavy,2020,capaConvResi,0.55203
13PT,dieselFrtRoadHeavy,2020,capaConvResi,0.73969
14FR,dieselFrtRoadHeavy,2020,capaConvResi,0.56212
15FR,dieselFrtRoadHeavy,2020,capaConvResi,0.26746
16FR,dieselFrtRoadHeavy,2020,capaConvResi,0.5592
17FR,dieselFrtRoadHeavy,2020,capaConvResi,0.40405
18FR,dieselFrtRoadHeavy,2020,capaConvResi,0.32755
19FR,dieselFrtRoadHeavy,2020,capaConvResi,0.42454
20FR,dieselFrtRoadHeavy,2020,capaConvResi,0.33755
21FR,dieselFrtRoadHeavy,2020,capaConvResi,0.48775
22FR,dieselFrtRoadHeavy,2020,capaConvResi,0.17602
23FR,dieselFrtRoadHeavy,2020,capaConvResi,2.24012
24FR,dieselFrtRoadHeavy,2020,capaConvResi,0.17407
25FR,dieselFrtRoadHeavy,2020,capaConvResi,0.45932
26FR,dieselFrtRoadHeavy,2020,capaConvResi,0.65563
27FR,dieselFrtRoadHeavy,2020,capaConvResi,0.08344
28BE,dieselFrtRoadHeavy,2020,capaConvResi,1.30479
29LU,dieselFrtRoadHeavy,2020,capaConvResi,0.30912
30NL,dieselFrtRoadHeavy,2020,capaConvResi,1.83122
31DE,dieselFrtRoadHeavy,2020,capaConvResi,2.08104
32DE,dieselFrtRoadHeavy,2020,capaConvResi,1.02134
33DE,dieselFrtRoadHeavy,2020,capaConvResi,2.77479
34DE,dieselFrtRoadHeavy,2020,capaConvResi,0.95373
35DE,dieselFrtRoadHeavy,2020,capaConvResi,1.85313
36DE,dieselFrtRoadHeavy,2020,capaConvResi,1.88013
37DE,dieselFrtRoadHeavy,2020,capaConvResi,2.31002
38DK,dieselFrtRoadHeavy,2020,capaConvResi,0.30317
39CZ,dieselFrtRoadHeavy,2020,capaConvResi,1.21728
40CZ,dieselFrtRoadHeavy,2020,capaConvResi,0.74053
41PL,dieselFrtRoadHeavy,2020,capaConvResi,4.33681
42PL,dieselFrtRoadHeavy,2020,capaConvResi,1.63704
43PL,dieselFrtRoadHeavy,2020,capaConvResi,3.05898
44PL,dieselFrtRoadHeavy,2020,capaConvResi,3.31802
45PL,dieselFrtRoadHeavy,2020,capaConvResi,2.02129
46SK,dieselFrtRoadHeavy,2020,capaConvResi,1.37886
47CH,dieselFrtRoadHeavy,2020,capaConvResi,0.44633
48CH,dieselFrtRoadHeavy,2020,capaConvResi,0.04623
49AT,dieselFrtRoadHeavy,2020,capaConvResi,0.27785
50AT,dieselFrtRoadHeavy,2020,capaConvResi,0.33745
51AT,dieselFrtRoadHeavy,2020,capaConvResi,0.47098
52IT,dieselFrtRoadHeavy,2020,capaConvResi,0.39769
53IT,dieselFrtRoadHeavy,2020,capaConvResi,0.07419
54IT,dieselFrtRoadHeavy,2020,capaConvResi,0.13904
55IT,dieselFrtRoadHeavy,2020,capaConvResi,0.05323
56IT,dieselFrtRoadHeavy,2020,capaConvResi,0.0373
57SI,dieselFrtRoadHeavy,2020,capaConvResi,1.00571
58HU,dieselFrtRoadHeavy,2020,capaConvResi,1.51353
59RO,dieselFrtRoadHeavy,2020,capaConvResi,0.66753
60RO,dieselFrtRoadHeavy,2020,capaConvResi,1.31821
61RO,dieselFrtRoadHeavy,2020,capaConvResi,0.57327
62HR,dieselFrtRoadHeavy,2020,capaConvResi,0.51455
63BA,dieselFrtRoadHeavy,2020,capaConvResi,0.21532
64ME,dieselFrtRoadHeavy,2020,capaConvResi,0.05879
65RS,dieselFrtRoadHeavy,2020,capaConvResi,0.54043
66BG,dieselFrtRoadHeavy,2020,capaConvResi,0.85876
67MK,dieselFrtRoadHeavy,2020,capaConvResi,0.12923
68GR,dieselFrtRoadHeavy,2020,capaConvResi,0.05468
69GR,dieselFrtRoadHeavy,2020,capaConvResi,0.14754
70AL,dieselFrtRoadHeavy,2020,capaConvResi,0.16128
72DK,dieselFrtRoadHeavy,2020,capaConvResi,0.32261
73EE,dieselFrtRoadHeavy,2020,capaConvResi,0.20044
74FI,dieselFrtRoadHeavy,2020,capaConvResi,0.1284
75FI,dieselFrtRoadHeavy,2020,capaConvResi,1.07542
77LT,dieselFrtRoadHeavy,2020,capaConvResi,2.22027
78LV,dieselFrtRoadHeavy,2020,capaConvResi,0.62898
79NO,dieselFrtRoadHeavy,2020,capaConvResi,0.04008
80NO,dieselFrtRoadHeavy,2020,capaConvResi,0.09296
81NO,dieselFrtRoadHeavy,2020,capaConvResi,0.18954
82NO,dieselFrtRoadHeavy,2020,capaConvResi,0.35881
83NO,dieselFrtRoadHeavy,2020,capaConvResi,0.0949
84NO,dieselFrtRoadHeavy,2020,capaConvResi,0.0793
85NO,dieselFrtRoadHeavy,2020,capaConvResi,0.0115
86SE,dieselFrtRoadHeavy,2020,capaConvResi,0.04322
87SE,dieselFrtRoadHeavy,2020,capaConvResi,0.13803
88SE,dieselFrtRoadHeavy,2020,capaConvResi,1.29966
89SE,dieselFrtRoadHeavy,2020,capaConvResi,0.30096
90UK,dieselFrtRoadHeavy,2020,capaConvResi,3.15926
91UK,dieselFrtRoadHeavy,2020,capaConvResi,0.42364
92UK,dieselFrtRoadHeavy,2020,capaConvResi,1.93756
93UK,dieselFrtRoadHeavy,2020,capaConvResi,0.52585
94UK,dieselFrtRoadHeavy,2020,capaConvResi,0.34173
95UK,dieselFrtRoadHeavy,2020,capaConvResi,0.07434
96IE,dieselFrtRoadHeavy,2020,capaConvResi,0.38097
98IT,dieselFrtRoadHeavy,2020,capaConvResi,0.01906
99FR,dieselFrtRoadHeavy,2020,capaConvResi,0.02925
01ES,dieselFrtRoadLight,2020,capaConvResi,0.13884
02ES,dieselFrtRoadLight,2020,capaConvResi,0.12923
03ES,dieselFrtRoadLight,2020,capaConvResi,0.09451
04ES,dieselFrtRoadLight,2020,capaConvResi,0.2232
05ES,dieselFrtRoadLight,2020,capaConvResi,0.08056
06ES,dieselFrtRoadLight,2020,capaConvResi,0.5007
07ES,dieselFrtRoadLight,2020,capaConvResi,0.50042
08ES,dieselFrtRoadLight,2020,capaConvResi,0.0961
09ES,dieselFrtRoadLight,2020,capaConvResi,0.22527
10ES,dieselFrtRoadLight,2020,capaConvResi,0.12938
11ES,dieselFrtRoadLight,2020,capaConvResi,0.41228
12PT,dieselFrtRoadLight,2020,capaConvResi,0.23185
13PT,dieselFrtRoadLight,2020,capaConvResi,0.31067
14FR,dieselFrtRoadLight,2020,capaConvResi,0.33734
15FR,dieselFrtRoadLight,2020,capaConvResi,0.16051
16FR,dieselFrtRoadLight,2020,capaConvResi,0.33559
17FR,dieselFrtRoadLight,2020,capaConvResi,0.24248
18FR,dieselFrtRoadLight,2020,capaConvResi,0.19657
19FR,dieselFrtRoadLight,2020,capaConvResi,0.25478
20FR,dieselFrtRoadLight,2020,capaConvResi,0.20258
21FR,dieselFrtRoadLight,2020,capaConvResi,0.29271
22FR,dieselFrtRoadLight,2020,capaConvResi,0.10563
23FR,dieselFrtRoadLight,2020,capaConvResi,1.34435
24FR,dieselFrtRoadLight,2020,capaConvResi,0.10447
25FR,dieselFrtRoadLight,2020,capaConvResi,0.27565
26FR,dieselFrtRoadLight,2020,capaConvResi,0.39346
27FR,dieselFrtRoadLight,2020,capaConvResi,0.05008
29LU,dieselFrtRoadLight,2020,capaConvResi,0.08854
31DE,dieselFrtRoadLight,2020,capaConvResi,1.20976
32DE,dieselFrtRoadLight,2020,capaConvResi,0.59373
33DE,dieselFrtRoadLight,2020,capaConvResi,1.61305
34DE,dieselFrtRoadLight,2020,capaConvResi,0.55443
35DE,dieselFrtRoadLight,2020,capaConvResi,1.07727
36DE,dieselFrtRoadLight,2020,capaConvResi,1.09297
37DE,dieselFrtRoadLight,2020,capaConvResi,1.34287
38DK,dieselFrtRoadLight,2020,capaConvResi,0.09499
39CZ,dieselFrtRoadLight,2020,capaConvResi,2.0449
40CZ,dieselFrtRoadLight,2020,capaConvResi,1.24401
41PL,dieselFrtRoadLight,2020,capaConvResi,1.7474
42PL,dieselFrtRoadLight,2020,capaConvResi,0.6596
43PL,dieselFrtRoadLight,2020,capaConvResi,1.23253
44PL,dieselFrtRoadLight,2020,capaConvResi,1.33691
45PL,dieselFrtRoadLight,2020,capaConvResi,0.81443
46SK,dieselFrtRoadLight,2020,capaConvResi,1.28094
47CH,dieselFrtRoadLight,2020,capaConvResi,0.24321
48CH,dieselFrtRoadLight,2020,capaConvResi,0.02519
49AT,dieselFrtRoadLight,2020,capaConvResi,0.1906
50AT,dieselFrtRoadLight,2020,capaConvResi,0.23148
51AT,dieselFrtRoadLight,2020,capaConvResi,0.32308
57SI,dieselFrtRoadLight,2020,capaConvResi,0.28446
58HU,dieselFrtRoadLight,2020,capaConvResi,1.00765
59RO,dieselFrtRoadLight,2020,capaConvResi,0.1582
60RO,dieselFrtRoadLight,2020,capaConvResi,0.31241
61RO,dieselFrtRoadLight,2020,capaConvResi,0.13586
62HR,dieselFrtRoadLight,2020,capaConvResi,0.28359
63BA,dieselFrtRoadLight,2020,capaConvResi,0.05103
64ME,dieselFrtRoadLight,2020,capaConvResi,0.01394
65RS,dieselFrtRoadLight,2020,capaConvResi,0.12808
66BG,dieselFrtRoadLight,2020,capaConvResi,0.25557
67MK,dieselFrtRoadLight,2020,capaConvResi,0.03207
70AL,dieselFrtRoadLight,2020,capaConvResi,0.03823
72DK,dieselFrtRoadLight,2020,capaConvResi,0.10108
73EE,dieselFrtRoadLight,2020,capaConvResi,0.04177
74FI,dieselFrtRoadLight,2020,capaConvResi,0.04405
75FI,dieselFrtRoadLight,2020,capaConvResi,0.36894
77LT,dieselFrtRoadLight,2020,capaConvResi,0.73001
78LV,dieselFrtRoadLight,2020,capaConvResi,0.13506
79NO,dieselFrtRoadLight,2020,capaConvResi,0.02376
80NO,dieselFrtRoadLight,2020,capaConvResi,0.0551
81NO,dieselFrtRoadLight,2020,capaConvResi,0.11235
82NO,dieselFrtRoadLight,2020,capaConvResi,0.21268
83NO,dieselFrtRoadLight,2020,capaConvResi,0.05625
84NO,dieselFrtRoadLight,2020,capaConvResi,0.04701
85NO,dieselFrtRoadLight,2020,capaConvResi,0.00682
86SE,dieselFrtRoadLight,2020,capaConvResi,0.01215
87SE,dieselFrtRoadLight,2020,capaConvResi,0.03881
88SE,dieselFrtRoadLight,2020,capaConvResi,0.36537
89SE,dieselFrtRoadLight,2020,capaConvResi,0.08461
90UK,dieselFrtRoadLight,2020,capaConvResi,3.10347
91UK,dieselFrtRoadLight,2020,capaConvResi,0.41616
92UK,dieselFrtRoadLight,2020,capaConvResi,1.90334
93UK,dieselFrtRoadLight,2020,capaConvResi,0.51656
94UK,dieselFrtRoadLight,2020,capaConvResi,0.3357
95UK,dieselFrtRoadLight,2020,capaConvResi,0.07302
99FR,dieselFrtRoadLight,2020,capaConvResi,0.01756
01ES,dieselPsngRail,2020,capaConvResi,0.01534
02ES,dieselPsngRail,2020,capaConvResi,0.01461
03ES,dieselPsngRail,2020,capaConvResi,0.00965
04ES,dieselPsngRail,2020,capaConvResi,0.01784
05ES,dieselPsngRail,2020,capaConvResi,0.0075
06ES,dieselPsngRail,2020,capaConvResi,0.04297
07ES,dieselPsngRail,2020,capaConvResi,0.03772
08ES,dieselPsngRail,2020,capaConvResi,0.01279
09ES,dieselPsngRail,2020,capaConvResi,0.03058
10ES,dieselPsngRail,2020,capaConvResi,0.01728
11ES,dieselPsngRail,2020,capaConvResi,0.0468
12PT,dieselPsngRail,2020,capaConvResi,0.0166
13PT,dieselPsngRail,2020,capaConvResi,0.01643
14FR,dieselPsngRail,2020,capaConvResi,0.09966
15FR,dieselPsngRail,2020,capaConvResi,0.05829
16FR,dieselPsngRail,2020,capaConvResi,0.09937
17FR,dieselPsngRail,2020,capaConvResi,0.07857
18FR,dieselPsngRail,2020,capaConvResi,0.06402
19FR,dieselPsngRail,2020,capaConvResi,0.06505
20FR,dieselPsngRail,2020,capaConvResi,0.06274
21FR,dieselPsngRail,2020,capaConvResi,0.08899
22FR,dieselPsngRail,2020,capaConvResi,0.03631
23FR,dieselPsngRail,2020,capaConvResi,0.2152
24FR,dieselPsngRail,2020,capaConvResi,0.03338
25FR,dieselPsngRail,2020,capaConvResi,0.09008
26FR,dieselPsngRail,2020,capaConvResi,0.12698
27FR,dieselPsngRail,2020,capaConvResi,0.01465
28BE,dieselPsngRail,2020,capaConvResi,0.08894
29LU,dieselPsngRail,2020,capaConvResi,0.00358
30NL,dieselPsngRail,2020,capaConvResi,0.18638
31DE,dieselPsngRail,2020,capaConvResi,0.19628
32DE,dieselPsngRail,2020,capaConvResi,0.11766
33DE,dieselPsngRail,2020,capaConvResi,0.26261
34DE,dieselPsngRail,2020,capaConvResi,0.11951
35DE,dieselPsngRail,2020,capaConvResi,0.16608
36DE,dieselPsngRail,2020,capaConvResi,0.16211
37DE,dieselPsngRail,2020,capaConvResi,0.1915
38DK,dieselPsngRail,2020,capaConvResi,0.01934
39CZ,dieselPsngRail,2020,capaConvResi,0.10922
40CZ,dieselPsngRail,2020,capaConvResi,0.08419
41PL,dieselPsngRail,2020,capaConvResi,0.07124
42PL,dieselPsngRail,2020,capaConvResi,0.04949
43PL,dieselPsngRail,2020,capaConvResi,0.07236
44PL,dieselPsngRail,2020,capaConvResi,0.06786
45PL,dieselPsngRail,2020,capaConvResi,0.05144
46SK,dieselPsngRail,2020,capaConvResi,0.0642
47CH,dieselPsngRail,2020,capaConvResi,0.22148
48CH,dieselPsngRail,2020,capaConvResi,0.02712
49AT,dieselPsngRail,2020,capaConvResi,0.04005
50AT,dieselPsngRail,2020,capaConvResi,0.0544
51AT,dieselPsngRail,2020,capaConvResi,0.07322
52IT,dieselPsngRail,2020,capaConvResi,0.37122
53IT,dieselPsngRail,2020,capaConvResi,0.08211
54IT,dieselPsngRail,2020,capaConvResi,0.17383
55IT,dieselPsngRail,2020,capaConvResi,0.09158
56IT,dieselPsngRail,2020,capaConvResi,0.0669
57SI,dieselPsngRail,2020,capaConvResi,0.00941
58HU,dieselPsngRail,2020,capaConvResi,0.12569
59RO,dieselPsngRail,2020,capaConvResi,0.02441
60RO,dieselPsngRail,2020,capaConvResi,0.03516
61RO,dieselPsngRail,2020,capaConvResi,0.02752
62HR,dieselPsngRail,2020,capaConvResi,0.01631
63BA,dieselPsngRail,2020,capaConvResi,0.0025
64ME,dieselPsngRail,2020,capaConvResi,0.00112
65RS,dieselPsngRail,2020,capaConvResi,0.00625
66BG,dieselPsngRail,2020,capaConvResi,0.02052
67MK,dieselPsngRail,2020,capaConvResi,0.00127
68GR,dieselPsngRail,2020,capaConvResi,0.01049
69GR,dieselPsngRail,2020,capaConvResi,0.01919
70AL,dieselPsngRail,2020,capaConvResi,0.00187
72DK,dieselPsngRail,2020,capaConvResi,0.01649
73EE,dieselPsngRail,2020,capaConvResi,0.01016
74FI,dieselPsngRail,2020,capaConvResi,0.00934
75FI,dieselPsngRail,2020,capaConvResi,0.06494
77LT,dieselPsngRail,2020,capaConvResi,0.0109
78LV,dieselPsngRail,2020,capaConvResi,0.01484
79NO,dieselPsngRail,2020,capaConvResi,0.00108
80NO,dieselPsngRail,2020,capaConvResi,0.00252
81NO,dieselPsngRail,2020,capaConvResi,0.00397
82NO,dieselPsngRail,2020,capaConvResi,0.00699
83NO,dieselPsngRail,2020,capaConvResi,0.00211
84NO,dieselPsngRail,2020,capaConvResi,0.00196
85NO,dieselPsngRail,2020,capaConvResi,0.00028
86SE,dieselPsngRail,2020,capaConvResi,0.0015
87SE,dieselPsngRail,2020,capaConvResi,0.00555
88SE,dieselPsngRail,2020,capaConvResi,0.04163
89SE,dieselPsngRail,2020,capaConvResi,0.01221
90UK,dieselPsngRail,2020,capaConvResi,0.31658
91UK,dieselPsngRail,2020,capaConvResi,0.07072
92UK,dieselPsngRail,2020,capaConvResi,0.3018
93UK,dieselPsngRail,2020,capaConvResi,0.08095
94UK,dieselPsngRail,2020,capaConvResi,0.0454
95UK,dieselPsngRail,2020,capaConvResi,0.01132
96IE,dieselPsngRail,2020,capaConvResi,0.00875
98IT,dieselPsngRail,2020,capaConvResi,0.02194
99FR,dieselPsngRail,2020,capaConvResi,0.00601
01ES,dieselPsngRoadPrvt,2020,capaConvResi,1.7188
02ES,dieselPsngRoadPrvt,2020,capaConvResi,1.18284
03ES,dieselPsngRoadPrvt,2020,capaConvResi,0.86411
04ES,dieselPsngRoadPrvt,2020,capaConvResi,1.66262
05ES,dieselPsngRoadPrvt,2020,capaConvResi,0.54732
06ES,dieselPsngRoadPrvt,2020,capaConvResi,3.39301
07ES,dieselPsngRoadPrvt,2020,capaConvResi,4.00158
08ES,dieselPsngRoadPrvt,2020,capaConvResi,0.97701
09ES,dieselPsngRoadPrvt,2020,capaConvResi,2.1398
10ES,dieselPsngRoadPrvt,2020,capaConvResi,1.22893
11ES,dieselPsngRoadPrvt,2020,capaConvResi,3.59824
12PT,dieselPsngRoadPrvt,2020,capaConvResi,2.46647
13PT,dieselPsngRoadPrvt,2020,capaConvResi,2.44127
14FR,dieselPsngRoadPrvt,2020,capaConvResi,4.676
15FR,dieselPsngRoadPrvt,2020,capaConvResi,2.50138
16FR,dieselPsngRoadPrvt,2020,capaConvResi,4.3305
17FR,dieselPsngRoadPrvt,2020,capaConvResi,2.98483
18FR,dieselPsngRoadPrvt,2020,capaConvResi,2.96185
19FR,dieselPsngRoadPrvt,2020,capaConvResi,3.34025
20FR,dieselPsngRoadPrvt,2020,capaConvResi,2.7
21FR,dieselPsngRoadPrvt,2020,capaConvResi,3.79046
22FR,dieselPsngRoadPrvt,2020,capaConvResi,1.27111
23FR,dieselPsngRoadPrvt,2020,capaConvResi,12.70229
24FR,dieselPsngRoadPrvt,2020,capaConvResi,1.48998
25FR,dieselPsngRoadPrvt,2020,capaConvResi,3.91729
26FR,dieselPsngRoadPrvt,2020,capaConvResi,4.47976
27FR,dieselPsngRoadPrvt,2020,capaConvResi,0.50004
28BE,dieselPsngRoadPrvt,2020,capaConvResi,6.60871
29LU,dieselPsngRoadPrvt,2020,capaConvResi,0.43696
31DE,dieselPsngRoadPrvt,2020,capaConvResi,5.12178
32DE,dieselPsngRoadPrvt,2020,capaConvResi,2.67777
33DE,dieselPsngRoadPrvt,2020,capaConvResi,6.64828
34DE,dieselPsngRoadPrvt,2020,capaConvResi,3.25563
35DE,dieselPsngRoadPrvt,2020,capaConvResi,4.87171
36DE,dieselPsngRoadPrvt,2020,capaConvResi,3.59568
37DE,dieselPsngRoadPrvt,2020,capaConvResi,5.70099
38DK,dieselPsngRoadPrvt,2020,capaConvResi,1.09255
39CZ,dieselPsngRoadPrvt,2020,capaConvResi,1.87355
40CZ,dieselPsngRoadPrvt,2020,capaConvResi,1.18147
41PL,dieselPsngRoadPrvt,2020,capaConvResi,1.64092
42PL,dieselPsngRoadPrvt,2020,capaConvResi,1.17986
43PL,dieselPsngRoadPrvt,2020,capaConvResi,1.6426
44PL,dieselPsngRoadPrvt,2020,capaConvResi,1.51896
45PL,dieselPsngRoadPrvt,2020,capaConvResi,1.17746
46SK,dieselPsngRoadPrvt,2020,capaConvResi,1.40719
47CH,dieselPsngRoadPrvt,2020,capaConvResi,2.13636
48CH,dieselPsngRoadPrvt,2020,capaConvResi,0.32692
49AT,dieselPsngRoadPrvt,2020,capaConvResi,1.05566
50AT,dieselPsngRoadPrvt,2020,capaConvResi,1.24828
51AT,dieselPsngRoadPrvt,2020,capaConvResi,2.50267
52IT,dieselPsngRoadPrvt,2020,capaConvResi,13.08706
53IT,dieselPsngRoadPrvt,2020,capaConvResi,3.56216
54IT,dieselPsngRoadPrvt,2020,capaConvResi,9.1486
55IT,dieselPsngRoadPrvt,2020,capaConvResi,5.42372
56IT,dieselPsngRoadPrvt,2020,capaConvResi,2.65768
57SI,dieselPsngRoadPrvt,2020,capaConvResi,1.32565
58HU,dieselPsngRoadPrvt,2020,capaConvResi,1.80023
59RO,dieselPsngRoadPrvt,2020,capaConvResi,0.98349
60RO,dieselPsngRoadPrvt,2020,capaConvResi,1.74131
61RO,dieselPsngRoadPrvt,2020,capaConvResi,1.04903
62HR,dieselPsngRoadPrvt,2020,capaConvResi,1.39768
63BA,dieselPsngRoadPrvt,2020,capaConvResi,0.53238
64ME,dieselPsngRoadPrvt,2020,capaConvResi,0.19108
65RS,dieselPsngRoadPrvt,2020,capaConvResi,1.33623
66BG,dieselPsngRoadPrvt,2020,capaConvResi,2.59202
67MK,dieselPsngRoadPrvt,2020,capaConvResi,0.38877
68GR,dieselPsngRoadPrvt,2020,capaConvResi,1.39793
69GR,dieselPsngRoadPrvt,2020,capaConvResi,3.43936
70AL,dieselPsngRoadPrvt,2020,capaConvResi,0.39876
72DK,dieselPsngRoadPrvt,2020,capaConvResi,1.07592
73EE,dieselPsngRoadPrvt,2020,capaConvResi,0.45391
74FI,dieselPsngRoadPrvt,2020,capaConvResi,0.25647
75FI,dieselPsngRoadPrvt,2020,capaConvResi,1.54562
77LT,dieselPsngRoadPrvt,2020,capaConvResi,2.28687
78LV,dieselPsngRoadPrvt,2020,capaConvResi,0.97749
79NO,dieselPsngRoadPrvt,2020,capaConvResi,0.29595
80NO,dieselPsngRoadPrvt,2020,capaConvResi,0.18172
81NO,dieselPsngRoadPrvt,2020,capaConvResi,0.27067
82NO,dieselPsngRoadPrvt,2020,capaConvResi,1.5323
83NO,dieselPsngRoadPrvt,2020,capaConvResi,0.38049
84NO,dieselPsngRoadPrvt,2020,capaConvResi,0.26568
85NO,dieselPsngRoadPrvt,2020,capaConvResi,0.03419
86SE,dieselPsngRoadPrvt,2020,capaConvResi,0.10944
87SE,dieselPsngRoadPrvt,2020,capaConvResi,0.39831
88SE,dieselPsngRoadPrvt,2020,capaConvResi,2.66047
89SE,dieselPsngRoadPrvt,2020,capaConvResi,0.54917
90UK,dieselPsngRoadPrvt,2020,capaConvResi,6.76999
91UK,dieselPsngRoadPrvt,2020,capaConvResi,3.05927
92UK,dieselPsngRoadPrvt,2020,capaConvResi,10.62538
93UK,dieselPsngRoadPrvt,2020,capaConvResi,3.30598
94UK,dieselPsngRoadPrvt,2020,capaConvResi,1.9673
95UK,dieselPsngRoadPrvt,2020,capaConvResi,1.146
96IE,dieselPsngRoadPrvt,2020,capaConvResi,1.66713
98IT,dieselPsngRoadPrvt,2020,capaConvResi,1.18224
99FR,dieselPsngRoadPrvt,2020,capaConvResi,0.3594
01ES,dieselPsngRoadPub,2020,capaConvResi,0.12086
02ES,dieselPsngRoadPub,2020,capaConvResi,0.10131
03ES,dieselPsngRoadPub,2020,capaConvResi,0.07596
04ES,dieselPsngRoadPub,2020,capaConvResi,0.11596
05ES,dieselPsngRoadPub,2020,capaConvResi,0.04779
06ES,dieselPsngRoadPub,2020,capaConvResi,0.27701
07ES,dieselPsngRoadPub,2020,capaConvResi,0.29525
08ES,dieselPsngRoadPub,2020,capaConvResi,0.09476
09ES,dieselPsngRoadPub,2020,capaConvResi,0.20355
10ES,dieselPsngRoadPub,2020,capaConvResi,0.1169
11ES,dieselPsngRoadPub,2020,capaConvResi,0.34395
12PT,dieselPsngRoadPub,2020,capaConvResi,0.18339
13PT,dieselPsngRoadPub,2020,capaConvResi,0.18152
14FR,dieselPsngRoadPub,2020,capaConvResi,0.2899
15FR,dieselPsngRoadPub,2020,capaConvResi,0.15327
16FR,dieselPsngRoadPub,2020,capaConvResi,0.28129
17FR,dieselPsngRoadPub,2020,capaConvResi,0.21139
18FR,dieselPsngRoadPub,2020,capaConvResi,0.1749
19FR,dieselPsngRoadPub,2020,capaConvResi,0.19637
20FR,dieselPsngRoadPub,2020,capaConvResi,0.1587
21FR,dieselPsngRoadPub,2020,capaConvResi,0.24996
22FR,dieselPsngRoadPub,2020,capaConvResi,0.09437
23FR,dieselPsngRoadPub,2020,capaConvResi,0.48686
24FR,dieselPsngRoadPub,2020,capaConvResi,0.08873
25FR,dieselPsngRoadPub,2020,capaConvResi,0.25827
26FR,dieselPsngRoadPub,2020,capaConvResi,0.35966
27FR,dieselPsngRoadPub,2020,capaConvResi,0.04117
28BE,dieselPsngRoadPub,2020,capaConvResi,0.76741
29LU,dieselPsngRoadPub,2020,capaConvResi,0.0553
31DE,dieselPsngRoadPub,2020,capaConvResi,0.53403
32DE,dieselPsngRoadPub,2020,capaConvResi,0.26015
33DE,dieselPsngRoadPub,2020,capaConvResi,0.71935
34DE,dieselPsngRoadPub,2020,capaConvResi,0.31671
35DE,dieselPsngRoadPub,2020,capaConvResi,0.48954
36DE,dieselPsngRoadPub,2020,capaConvResi,0.47148
37DE,dieselPsngRoadPub,2020,capaConvResi,0.5672
38DK,dieselPsngRoadPub,2020,capaConvResi,0.22554
39CZ,dieselPsngRoadPub,2020,capaConvResi,0.51221
40CZ,dieselPsngRoadPub,2020,capaConvResi,0.33218
41PL,dieselPsngRoadPub,2020,capaConvResi,0.41926
42PL,dieselPsngRoadPub,2020,capaConvResi,0.25967
43PL,dieselPsngRoadPub,2020,capaConvResi,0.39274
44PL,dieselPsngRoadPub,2020,capaConvResi,0.40637
45PL,dieselPsngRoadPub,2020,capaConvResi,0.27465
46SK,dieselPsngRoadPub,2020,capaConvResi,0.31751
47CH,dieselPsngRoadPub,2020,capaConvResi,0.28379
48CH,dieselPsngRoadPub,2020,capaConvResi,0.03743
49AT,dieselPsngRoadPub,2020,capaConvResi,0.13482
50AT,dieselPsngRoadPub,2020,capaConvResi,0.19888
51AT,dieselPsngRoadPub,2020,capaConvResi,0.22285
52IT,dieselPsngRoadPub,2020,capaConvResi,2.13958
53IT,dieselPsngRoadPub,2020,capaConvResi,0.49752
54IT,dieselPsngRoadPub,2020,capaConvResi,0.96447
55IT,dieselPsngRoadPub,2020,capaConvResi,0.50234
56IT,dieselPsngRoadPub,2020,capaConvResi,0.39176
57SI,dieselPsngRoadPub,2020,capaConvResi,0.18635
58HU,dieselPsngRoadPub,2020,capaConvResi,0.84023
59RO,dieselPsngRoadPub,2020,capaConvResi,0.23187
60RO,dieselPsngRoadPub,2020,capaConvResi,0.37164
61RO,dieselPsngRoadPub,2020,capaConvResi,0.20655
62HR,dieselPsngRoadPub,2020,capaConvResi,0.27709
63BA,dieselPsngRoadPub,2020,capaConvResi,0.20617
64ME,dieselPsngRoadPub,2020,capaConvResi,0.00511
65RS,dieselPsngRoadPub,2020,capaConvResi,0.51747
67MK,dieselPsngRoadPub,2020,capaConvResi,0.11017
68GR,dieselPsngRoadPub,2020,capaConvResi,0.28643
69GR,dieselPsngRoadPub,2020,capaConvResi,0.79337
70AL,dieselPsngRoadPub,2020,capaConvResi,0.15442
72DK,dieselPsngRoadPub,2020,capaConvResi,0.17059
