timestep_2,region_4,technology_3,parameter,value,source,see heatInputs
2025,03ES,gasBoilerProMed,capaConvResi,0.03918,,
2030,03ES,gasBoilerProMed,capaConvResi,0.03134,,
2035,03ES,gasBoilerProMed,capaConvResi,0.02351,,
2040,03ES,gasBoilerProMed,capaConvResi,0.01567,,
2045,03ES,gasBoilerProMed,capaConvResi,0.00783,,
2020,03ES,gasEngineProMed,capaConvResi,0.24006,,
2025,03ES,gasEngineProMed,capaConvResi,0.20005,,
2030,03ES,gasEngineProMed,capaConvResi,0.16004,,
2035,03ES,gasEngineProMed,capaConvResi,0.12003,,
2040,03ES,gasEngineProMed,capaConvResi,0.08002,,
2045,03ES,gasEngineProMed,capaConvResi,0.04001,,
2020,03ES,oilBoilerProMed,capaConvResi,0.04372,,
2025,03ES,oilBoilerProMed,capaConvResi,0.03644,,
2030,03ES,oilBoilerProMed,capaConvResi,0.02915,,
2035,03ES,oilBoilerProMed,capaConvResi,0.02186,,
2040,03ES,oilBoilerProMed,capaConvResi,0.01457,,
2045,03ES,oilBoilerProMed,capaConvResi,0.00728,,
2020,03ES,hardcoalPlantProMedStock,capaConvResi,0.01831,,
2025,03ES,hardcoalPlantProMedStock,capaConvResi,0.01526,,
2030,03ES,hardcoalPlantProMedStock,capaConvResi,0.01221,,
2035,03ES,hardcoalPlantProMedStock,capaConvResi,0.00915,,
2040,03ES,hardcoalPlantProMedStock,capaConvResi,0.0061,,
2045,03ES,hardcoalPlantProMedStock,capaConvResi,0.00305,,
2020,03ES,oilPlantProMedStock,capaConvResi,0.01938,,
2025,03ES,oilPlantProMedStock,capaConvResi,0.01615,,
2030,03ES,oilPlantProMedStock,capaConvResi,0.01292,,
2035,03ES,oilPlantProMedStock,capaConvResi,0.00969,,
2040,03ES,oilPlantProMedStock,capaConvResi,0.00646,,
2045,03ES,oilPlantProMedStock,capaConvResi,0.00323,,
2020,03ES,districtHeatSpace,capaConvResi,0.01618,,
2025,03ES,districtHeatSpace,capaConvResi,0.00936,,
2030,03ES,districtHeatSpace,capaConvResi,0.0062,,
2035,03ES,districtHeatSpace,capaConvResi,0.00376,,
2040,03ES,districtHeatSpace,capaConvResi,0.00169,,
2020,03ES,bioBoilerSpaceStock,capaConvResi,0.75455,,
2025,03ES,bioBoilerSpaceStock,capaConvResi,0.43667,,
2030,03ES,bioBoilerSpaceStock,capaConvResi,0.28945,,
2035,03ES,bioBoilerSpaceStock,capaConvResi,0.17531,,
2040,03ES,bioBoilerSpaceStock,capaConvResi,0.07882,,
2020,03ES,gasBoilerSpaceStock,capaConvResi,1.65512,,
2025,03ES,gasBoilerSpaceStock,capaConvResi,0.95784,,
2030,03ES,gasBoilerSpaceStock,capaConvResi,0.63492,,
2035,03ES,gasBoilerSpaceStock,capaConvResi,0.38455,,
2040,03ES,gasBoilerSpaceStock,capaConvResi,0.17291,,
2020,03ES,oilLiquidBoilerSpaceStock,capaConvResi,1.10325,,
2025,03ES,oilLiquidBoilerSpaceStock,capaConvResi,0.63847,,
2030,03ES,oilLiquidBoilerSpaceStock,capaConvResi,0.42322,,
2035,03ES,oilLiquidBoilerSpaceStock,capaConvResi,0.25633,,
2040,03ES,oilLiquidBoilerSpaceStock,capaConvResi,0.11525,,
2020,03ES,resistiveHeatSpaceStock,capaConvResi,0.44831,,
2025,03ES,resistiveHeatSpaceStock,capaConvResi,0.25945,,
2030,03ES,resistiveHeatSpaceStock,capaConvResi,0.17198,,
2035,03ES,resistiveHeatSpaceStock,capaConvResi,0.10416,,
2040,03ES,resistiveHeatSpaceStock,capaConvResi,0.04683,,
2020,03ES,coalBoilerSpaceStock,capaConvResi,0.02422,,
2025,03ES,coalBoilerSpaceStock,capaConvResi,0.01402,,
2030,03ES,coalBoilerSpaceStock,capaConvResi,0.00929,,
2035,03ES,coalBoilerSpaceStock,capaConvResi,0.00562,,
2040,03ES,coalBoilerSpaceStock,capaConvResi,0.00253,,
2020,03ES,heatpumpAirSpace,capaConvResi,0.01337,,
2025,03ES,heatpumpAirSpace,capaConvResi,0.00773,,
2030,03ES,heatpumpAirSpace,capaConvResi,0.00513,,
2035,03ES,heatpumpAirSpace,capaConvResi,0.0031,,
2040,03ES,heatpumpAirSpace,capaConvResi,0.00139,,
2020,04ES,coalBoilerProHigh,capaConvResi,0.08821,,
2025,04ES,coalBoilerProHigh,capaConvResi,0.0735,,
2030,04ES,coalBoilerProHigh,capaConvResi,0.0588,,
2035,04ES,coalBoilerProHigh,capaConvResi,0.0441,,
2040,04ES,coalBoilerProHigh,capaConvResi,0.0294,,
2045,04ES,coalBoilerProHigh,capaConvResi,0.0147,,
2020,04ES,eBoilerProHigh,capaConvResi,0.04978,,
2025,04ES,eBoilerProHigh,capaConvResi,0.04148,,
2030,04ES,eBoilerProHigh,capaConvResi,0.03318,,
2035,04ES,eBoilerProHigh,capaConvResi,0.02489,,
2040,04ES,eBoilerProHigh,capaConvResi,0.01659,,
2045,04ES,eBoilerProHigh,capaConvResi,0.00829,,
2020,04ES,gasBoilerProHigh,capaConvResi,0.37097,,
2025,04ES,gasBoilerProHigh,capaConvResi,0.30914,,
2030,04ES,gasBoilerProHigh,capaConvResi,0.24731,,
2035,04ES,gasBoilerProHigh,capaConvResi,0.18548,,
2040,04ES,gasBoilerProHigh,capaConvResi,0.12365,,
2045,04ES,gasBoilerProHigh,capaConvResi,0.06182,,
2020,04ES,oilBoilerProHigh,capaConvResi,0.21673,,
2025,04ES,oilBoilerProHigh,capaConvResi,0.1806,,
2030,04ES,oilBoilerProHigh,capaConvResi,0.14448,,
2035,04ES,oilBoilerProHigh,capaConvResi,0.10836,,
2040,04ES,oilBoilerProHigh,capaConvResi,0.07224,,
2045,04ES,oilBoilerProHigh,capaConvResi,0.03612,,
2020,04ES,bioBoilerProLow,capaConvResi,0.02357,,
2025,04ES,bioBoilerProLow,capaConvResi,0.01964,,
2030,04ES,bioBoilerProLow,capaConvResi,0.01571,,
2035,04ES,bioBoilerProLow,capaConvResi,0.01178,,
2040,04ES,bioBoilerProLow,capaConvResi,0.00785,,
2045,04ES,bioBoilerProLow,capaConvResi,0.00392,,
2020,04ES,ccgtGasBackProLow,capaConvResi,0.01019,,
2025,04ES,ccgtGasBackProLow,capaConvResi,0.00849,,
2030,04ES,ccgtGasBackProLow,capaConvResi,0.00679,,
2035,04ES,ccgtGasBackProLow,capaConvResi,0.00509,,
2040,04ES,ccgtGasBackProLow,capaConvResi,0.00339,,
2045,04ES,ccgtGasBackProLow,capaConvResi,0.00169,,
2020,04ES,coalBoilerProLow,capaConvResi,0.00195,,
2025,04ES,coalBoilerProLow,capaConvResi,0.00162,,
2030,04ES,coalBoilerProLow,capaConvResi,0.0013,,
2035,04ES,coalBoilerProLow,capaConvResi,0.00097,,
2040,04ES,coalBoilerProLow,capaConvResi,0.00065,,
2045,04ES,coalBoilerProLow,capaConvResi,0.00032,,
2020,04ES,districtHeatPro,capaConvResi,0.00304,,
2025,04ES,districtHeatPro,capaConvResi,0.00253,,
2030,04ES,districtHeatPro,capaConvResi,0.00202,,
2035,04ES,districtHeatPro,capaConvResi,0.00152,,
2040,04ES,districtHeatPro,capaConvResi,0.00101,,
2045,04ES,districtHeatPro,capaConvResi,0.0005,,
2020,04ES,gasBoilerProLow,capaConvResi,0.06073,,
2025,04ES,gasBoilerProLow,capaConvResi,0.05061,,
2030,04ES,gasBoilerProLow,capaConvResi,0.04049,,
2035,04ES,gasBoilerProLow,capaConvResi,0.03036,,
2040,04ES,gasBoilerProLow,capaConvResi,0.02024,,
2045,04ES,gasBoilerProLow,capaConvResi,0.01012,,
2020,04ES,eBoilerProLow,capaConvResi,0.00781,,
2025,04ES,eBoilerProLow,capaConvResi,0.00651,,
2030,04ES,eBoilerProLow,capaConvResi,0.00521,,
2035,04ES,eBoilerProLow,capaConvResi,0.0039,,
2040,04ES,eBoilerProLow,capaConvResi,0.0026,,
2045,04ES,eBoilerProLow,capaConvResi,0.0013,,
2020,04ES,gasEngineProLow,capaConvResi,0.33109,,
2025,04ES,gasEngineProLow,capaConvResi,0.27591,,
2030,04ES,gasEngineProLow,capaConvResi,0.22073,,
2035,04ES,gasEngineProLow,capaConvResi,0.16554,,
2040,04ES,gasEngineProLow,capaConvResi,0.11036,,
2045,04ES,gasEngineProLow,capaConvResi,0.05518,,
2020,04ES,oilBoilerProLow,capaConvResi,0.03082,,
2025,04ES,oilBoilerProLow,capaConvResi,0.02569,,
2030,04ES,oilBoilerProLow,capaConvResi,0.02055,,
2035,04ES,oilBoilerProLow,capaConvResi,0.01541,,
2040,04ES,oilBoilerProLow,capaConvResi,0.01027,,
2045,04ES,oilBoilerProLow,capaConvResi,0.00513,,
2020,04ES,hardcoalPlantProLowStock,capaConvResi,0.00589,,
2025,04ES,hardcoalPlantProLowStock,capaConvResi,0.00491,,
2030,04ES,hardcoalPlantProLowStock,capaConvResi,0.00392,,
2035,04ES,hardcoalPlantProLowStock,capaConvResi,0.00294,,
2040,04ES,hardcoalPlantProLowStock,capaConvResi,0.00196,,
2045,04ES,hardcoalPlantProLowStock,capaConvResi,0.00098,,
2020,04ES,oilPlantProLowStock,capaConvResi,0.02275,,
2025,04ES,oilPlantProLowStock,capaConvResi,0.01896,,
2030,04ES,oilPlantProLowStock,capaConvResi,0.01517,,
2035,04ES,oilPlantProLowStock,capaConvResi,0.01137,,
2040,04ES,oilPlantProLowStock,capaConvResi,0.00758,,
2045,04ES,oilPlantProLowStock,capaConvResi,0.00379,,
2020,04ES,bioBoilerProMed,capaConvResi,0.04087,,
2025,04ES,bioBoilerProMed,capaConvResi,0.03406,,
2030,04ES,bioBoilerProMed,capaConvResi,0.02724,,
2035,04ES,bioBoilerProMed,capaConvResi,0.02043,,
2040,04ES,bioBoilerProMed,capaConvResi,0.01362,,
2045,04ES,bioBoilerProMed,capaConvResi,0.00681,,
2020,04ES,bioGasEngineProMed,capaConvResi,0.18013,,
2025,04ES,bioGasEngineProMed,capaConvResi,0.15011,,
2030,04ES,bioGasEngineProMed,capaConvResi,0.12009,,
2035,04ES,bioGasEngineProMed,capaConvResi,0.09006,,
2040,04ES,bioGasEngineProMed,capaConvResi,0.06004,,
2045,04ES,bioGasEngineProMed,capaConvResi,0.03002,,
2020,04ES,ccgtGasBackProMed,capaConvResi,0.01725,,
2025,04ES,ccgtGasBackProMed,capaConvResi,0.01438,,
2030,04ES,ccgtGasBackProMed,capaConvResi,0.0115,,
2035,04ES,ccgtGasBackProMed,capaConvResi,0.00862,,
2040,04ES,ccgtGasBackProMed,capaConvResi,0.00575,,
2045,04ES,ccgtGasBackProMed,capaConvResi,0.00287,,
2020,04ES,coalBoilerProMed,capaConvResi,0.01444,,
2025,04ES,coalBoilerProMed,capaConvResi,0.01203,,
2030,04ES,coalBoilerProMed,capaConvResi,0.00962,,
2035,04ES,coalBoilerProMed,capaConvResi,0.00722,,
2040,04ES,coalBoilerProMed,capaConvResi,0.00481,,
2045,04ES,coalBoilerProMed,capaConvResi,0.0024,,
2020,04ES,eBoilerProMed,capaConvResi,0.02172,,
2025,04ES,eBoilerProMed,capaConvResi,0.0181,,
2030,04ES,eBoilerProMed,capaConvResi,0.01448,,
2035,04ES,eBoilerProMed,capaConvResi,0.01086,,
2040,04ES,eBoilerProMed,capaConvResi,0.00724,,
2045,04ES,eBoilerProMed,capaConvResi,0.00362,,
2020,04ES,gasBoilerProMed,capaConvResi,0.11204,,
2025,04ES,gasBoilerProMed,capaConvResi,0.09337,,
2030,04ES,gasBoilerProMed,capaConvResi,0.07469,,
2035,04ES,gasBoilerProMed,capaConvResi,0.05602,,
2040,04ES,gasBoilerProMed,capaConvResi,0.03734,,
2045,04ES,gasBoilerProMed,capaConvResi,0.01867,,
2020,04ES,gasEngineProMed,capaConvResi,0.57206,,
2025,04ES,gasEngineProMed,capaConvResi,0.47672,,
2030,04ES,gasEngineProMed,capaConvResi,0.38137,,
2035,04ES,gasEngineProMed,capaConvResi,0.28603,,
2040,04ES,gasEngineProMed,capaConvResi,0.19068,,
2045,04ES,gasEngineProMed,capaConvResi,0.09534,,
2020,04ES,oilBoilerProMed,capaConvResi,0.1042,,
2025,04ES,oilBoilerProMed,capaConvResi,0.08683,,
2030,04ES,oilBoilerProMed,capaConvResi,0.06947,,
2035,04ES,oilBoilerProMed,capaConvResi,0.0521,,
2040,04ES,oilBoilerProMed,capaConvResi,0.03473,,
2045,04ES,oilBoilerProMed,capaConvResi,0.01736,,
2020,04ES,hardcoalPlantProMedStock,capaConvResi,0.04365,,
2025,04ES,hardcoalPlantProMedStock,capaConvResi,0.03637,,
2030,04ES,hardcoalPlantProMedStock,capaConvResi,0.0291,,
2035,04ES,hardcoalPlantProMedStock,capaConvResi,0.02182,,
2040,04ES,hardcoalPlantProMedStock,capaConvResi,0.01455,,
2045,04ES,hardcoalPlantProMedStock,capaConvResi,0.00727,,
2020,04ES,oilPlantProMedStock,capaConvResi,0.04618,,
2025,04ES,oilPlantProMedStock,capaConvResi,0.03848,,
2030,04ES,oilPlantProMedStock,capaConvResi,0.03079,,
2035,04ES,oilPlantProMedStock,capaConvResi,0.02309,,
2040,04ES,oilPlantProMedStock,capaConvResi,0.01539,,
2045,04ES,oilPlantProMedStock,capaConvResi,0.00769,,
2020,04ES,districtHeatSpace,capaConvResi,0.02656,,
2025,04ES,districtHeatSpace,capaConvResi,0.01537,,
2030,04ES,districtHeatSpace,capaConvResi,0.01018,,
2035,04ES,districtHeatSpace,capaConvResi,0.00617,,
2040,04ES,districtHeatSpace,capaConvResi,0.00277,,
2020,04ES,bioBoilerSpaceStock,capaConvResi,1.23828,,
2025,04ES,bioBoilerSpaceStock,capaConvResi,0.71661,,
2030,04ES,bioBoilerSpaceStock,capaConvResi,0.47501,,
2035,04ES,bioBoilerSpaceStock,capaConvResi,0.2877,,
2040,04ES,bioBoilerSpaceStock,capaConvResi,0.12936,,
2020,04ES,gasBoilerSpaceStock,capaConvResi,2.71618,,
2025,04ES,gasBoilerSpaceStock,capaConvResi,1.57191,,
2030,04ES,gasBoilerSpaceStock,capaConvResi,1.04195,,
2035,04ES,gasBoilerSpaceStock,capaConvResi,0.63108,,
2040,04ES,gasBoilerSpaceStock,capaConvResi,0.28376,,
2020,04ES,oilLiquidBoilerSpaceStock,capaConvResi,1.81053,,
2025,04ES,oilLiquidBoilerSpaceStock,capaConvResi,1.04779,,
2030,04ES,oilLiquidBoilerSpaceStock,capaConvResi,0.69454,,
2035,04ES,oilLiquidBoilerSpaceStock,capaConvResi,0.42066,,
2040,04ES,oilLiquidBoilerSpaceStock,capaConvResi,0.18915,,
2020,04ES,resistiveHeatSpaceStock,capaConvResi,0.73572,,
2025,04ES,resistiveHeatSpaceStock,capaConvResi,0.42578,,
2030,04ES,resistiveHeatSpaceStock,capaConvResi,0.28223,,
2035,04ES,resistiveHeatSpaceStock,capaConvResi,0.17094,,
2040,04ES,resistiveHeatSpaceStock,capaConvResi,0.07686,,
2020,04ES,coalBoilerSpaceStock,capaConvResi,0.03976,,
2025,04ES,coalBoilerSpaceStock,capaConvResi,0.02301,,
2030,04ES,coalBoilerSpaceStock,capaConvResi,0.01525,,
2035,04ES,coalBoilerSpaceStock,capaConvResi,0.00923,,
2040,04ES,coalBoilerSpaceStock,capaConvResi,0.00415,,
2020,04ES,heatpumpAirSpace,capaConvResi,0.02194,,
2025,04ES,heatpumpAirSpace,capaConvResi,0.0127,,
2030,04ES,heatpumpAirSpace,capaConvResi,0.00841,,
2035,04ES,heatpumpAirSpace,capaConvResi,0.00509,,
2040,04ES,heatpumpAirSpace,capaConvResi,0.00229,,
2020,05ES,coalBoilerProHigh,capaConvResi,0.02862,,
2025,05ES,coalBoilerProHigh,capaConvResi,0.02385,,
2030,05ES,coalBoilerProHigh,capaConvResi,0.01908,,
2035,05ES,coalBoilerProHigh,capaConvResi,0.01431,,
2040,05ES,coalBoilerProHigh,capaConvResi,0.00954,,
2045,05ES,coalBoilerProHigh,capaConvResi,0.00477,,
2020,05ES,eBoilerProHigh,capaConvResi,0.01615,,
2025,05ES,eBoilerProHigh,capaConvResi,0.01346,,
2030,05ES,eBoilerProHigh,capaConvResi,0.01076,,
2035,05ES,eBoilerProHigh,capaConvResi,0.00807,,
2040,05ES,eBoilerProHigh,capaConvResi,0.00538,,
2045,05ES,eBoilerProHigh,capaConvResi,0.00269,,
2020,05ES,gasBoilerProHigh,capaConvResi,0.12038,,
2025,05ES,gasBoilerProHigh,capaConvResi,0.10031,,
2030,05ES,gasBoilerProHigh,capaConvResi,0.08025,,
2035,05ES,gasBoilerProHigh,capaConvResi,0.06019,,
2040,05ES,gasBoilerProHigh,capaConvResi,0.04012,,
2045,05ES,gasBoilerProHigh,capaConvResi,0.02006,,
2020,05ES,oilBoilerProHigh,capaConvResi,0.07032,,
2025,05ES,oilBoilerProHigh,capaConvResi,0.0586,,
2030,05ES,oilBoilerProHigh,capaConvResi,0.04688,,
2035,05ES,oilBoilerProHigh,capaConvResi,0.03516,,
2040,05ES,oilBoilerProHigh,capaConvResi,0.02344,,
2045,05ES,oilBoilerProHigh,capaConvResi,0.01172,,
2020,05ES,bioBoilerProLow,capaConvResi,0.0096,,
2025,05ES,bioBoilerProLow,capaConvResi,0.008,,
2030,05ES,bioBoilerProLow,capaConvResi,0.0064,,
2035,05ES,bioBoilerProLow,capaConvResi,0.0048,,
2040,05ES,bioBoilerProLow,capaConvResi,0.0032,,
2045,05ES,bioBoilerProLow,capaConvResi,0.0016,,
2020,05ES,ccgtGasBackProLow,capaConvResi,0.00415,,
2025,05ES,ccgtGasBackProLow,capaConvResi,0.00346,,
2030,05ES,ccgtGasBackProLow,capaConvResi,0.00277,,
2035,05ES,ccgtGasBackProLow,capaConvResi,0.00207,,
2040,05ES,ccgtGasBackProLow,capaConvResi,0.00138,,
2045,05ES,ccgtGasBackProLow,capaConvResi,0.00069,,
2020,05ES,gasBoilerProLow,capaConvResi,0.02475,,
2025,05ES,gasBoilerProLow,capaConvResi,0.02062,,
2030,05ES,gasBoilerProLow,capaConvResi,0.0165,,
2035,05ES,gasBoilerProLow,capaConvResi,0.01237,,
2040,05ES,gasBoilerProLow,capaConvResi,0.00825,,
2045,05ES,gasBoilerProLow,capaConvResi,0.00412,,
2020,05ES,eBoilerProLow,capaConvResi,0.00318,,
2025,05ES,eBoilerProLow,capaConvResi,0.00265,,
2030,05ES,eBoilerProLow,capaConvResi,0.00212,,
2035,05ES,eBoilerProLow,capaConvResi,0.00159,,
2040,05ES,eBoilerProLow,capaConvResi,0.00106,,
2045,05ES,eBoilerProLow,capaConvResi,0.00053,,
2020,05ES,gasEngineProLow,capaConvResi,0.13494,,
2025,05ES,gasEngineProLow,capaConvResi,0.11245,,
2030,05ES,gasEngineProLow,capaConvResi,0.08996,,
2035,05ES,gasEngineProLow,capaConvResi,0.06747,,
2040,05ES,gasEngineProLow,capaConvResi,0.04498,,
2045,05ES,gasEngineProLow,capaConvResi,0.02249,,
2020,05ES,oilBoilerProLow,capaConvResi,0.01256,,
2025,05ES,oilBoilerProLow,capaConvResi,0.01047,,
2030,05ES,oilBoilerProLow,capaConvResi,0.00837,,
2035,05ES,oilBoilerProLow,capaConvResi,0.00628,,
2040,05ES,oilBoilerProLow,capaConvResi,0.00418,,
2045,05ES,oilBoilerProLow,capaConvResi,0.00209,,
2020,05ES,oilPlantProLowStock,capaConvResi,0.00927,,
2025,05ES,oilPlantProLowStock,capaConvResi,0.00772,,
2030,05ES,oilPlantProLowStock,capaConvResi,0.00618,,
2035,05ES,oilPlantProLowStock,capaConvResi,0.00463,,
2040,05ES,oilPlantProLowStock,capaConvResi,0.00309,,
2045,05ES,oilPlantProLowStock,capaConvResi,0.00154,,
2020,05ES,bioBoilerProMed,capaConvResi,0.01676,,
2025,05ES,bioBoilerProMed,capaConvResi,0.01397,,
2030,05ES,bioBoilerProMed,capaConvResi,0.01117,,
2035,05ES,bioBoilerProMed,capaConvResi,0.00838,,
2040,05ES,bioBoilerProMed,capaConvResi,0.00558,,
2045,05ES,bioBoilerProMed,capaConvResi,0.00279,,
2020,05ES,bioGasEngineProMed,capaConvResi,0.07388,,
2025,05ES,bioGasEngineProMed,capaConvResi,0.06157,,
2030,05ES,bioGasEngineProMed,capaConvResi,0.04925,,
2035,05ES,bioGasEngineProMed,capaConvResi,0.03694,,
2040,05ES,bioGasEngineProMed,capaConvResi,0.02462,,
2045,05ES,bioGasEngineProMed,capaConvResi,0.01231,,
2020,05ES,ccgtGasBackProMed,capaConvResi,0.00707,,
2025,05ES,ccgtGasBackProMed,capaConvResi,0.00589,,
2030,05ES,ccgtGasBackProMed,capaConvResi,0.00471,,
2035,05ES,ccgtGasBackProMed,capaConvResi,0.00353,,
2040,05ES,ccgtGasBackProMed,capaConvResi,0.00235,,
2045,05ES,ccgtGasBackProMed,capaConvResi,0.00117,,
2020,05ES,coalBoilerProMed,capaConvResi,0.00592,,
2025,05ES,coalBoilerProMed,capaConvResi,0.00493,,
2030,05ES,coalBoilerProMed,capaConvResi,0.00394,,
2035,05ES,coalBoilerProMed,capaConvResi,0.00296,,
2040,05ES,coalBoilerProMed,capaConvResi,0.00197,,
2045,05ES,coalBoilerProMed,capaConvResi,0.00098,,
2020,05ES,eBoilerProMed,capaConvResi,0.00891,,
2025,05ES,eBoilerProMed,capaConvResi,0.00742,,
2030,05ES,eBoilerProMed,capaConvResi,0.00594,,
2035,05ES,eBoilerProMed,capaConvResi,0.00445,,
2040,05ES,eBoilerProMed,capaConvResi,0.00297,,
2045,05ES,eBoilerProMed,capaConvResi,0.00148,,
2020,05ES,gasBoilerProMed,capaConvResi,0.04596,,
2025,05ES,gasBoilerProMed,capaConvResi,0.0383,,
2030,05ES,gasBoilerProMed,capaConvResi,0.03064,,
2035,05ES,gasBoilerProMed,capaConvResi,0.02298,,
2040,05ES,gasBoilerProMed,capaConvResi,0.01532,,
2045,05ES,gasBoilerProMed,capaConvResi,0.00766,,
2020,05ES,gasEngineProMed,capaConvResi,0.23465,,
2025,05ES,gasEngineProMed,capaConvResi,0.19554,,
2030,05ES,gasEngineProMed,capaConvResi,0.15643,,
2035,05ES,gasEngineProMed,capaConvResi,0.11732,,
2040,05ES,gasEngineProMed,capaConvResi,0.07821,,
2045,05ES,gasEngineProMed,capaConvResi,0.0391,,
2020,05ES,oilBoilerProMed,capaConvResi,0.04274,,
2025,05ES,oilBoilerProMed,capaConvResi,0.03562,,
2030,05ES,oilBoilerProMed,capaConvResi,0.02849,,
2035,05ES,oilBoilerProMed,capaConvResi,0.02137,,
2040,05ES,oilBoilerProMed,capaConvResi,0.01424,,
2045,05ES,oilBoilerProMed,capaConvResi,0.00712,,
2020,05ES,hardcoalPlantProMedStock,capaConvResi,0.0179,,
2025,05ES,hardcoalPlantProMedStock,capaConvResi,0.01492,,
2030,05ES,hardcoalPlantProMedStock,capaConvResi,0.01193,,
2035,05ES,hardcoalPlantProMedStock,capaConvResi,0.00895,,
2040,05ES,hardcoalPlantProMedStock,capaConvResi,0.00596,,
2045,05ES,hardcoalPlantProMedStock,capaConvResi,0.00298,,
2020,05ES,oilPlantProMedStock,capaConvResi,0.01894,,
2025,05ES,oilPlantProMedStock,capaConvResi,0.01578,,
2030,05ES,oilPlantProMedStock,capaConvResi,0.01263,,
2035,05ES,oilPlantProMedStock,capaConvResi,0.00947,,
2040,05ES,oilPlantProMedStock,capaConvResi,0.00631,,
2045,05ES,oilPlantProMedStock,capaConvResi,0.00315,,
2020,05ES,districtHeatSpace,capaConvResi,0.01137,,
2025,05ES,districtHeatSpace,capaConvResi,0.00658,,
2030,05ES,districtHeatSpace,capaConvResi,0.00436,,
2035,05ES,districtHeatSpace,capaConvResi,0.00264,,
2040,05ES,districtHeatSpace,capaConvResi,0.00118,,
2020,05ES,bioBoilerSpaceStock,capaConvResi,0.53023,,
2025,05ES,bioBoilerSpaceStock,capaConvResi,0.30685,,
2030,05ES,bioBoilerSpaceStock,capaConvResi,0.2034,,
2035,05ES,bioBoilerSpaceStock,capaConvResi,0.12319,,
2040,05ES,bioBoilerSpaceStock,capaConvResi,0.05539,,
2020,05ES,gasBoilerSpaceStock,capaConvResi,1.16307,,
2025,05ES,gasBoilerSpaceStock,capaConvResi,0.67309,,
2030,05ES,gasBoilerSpaceStock,capaConvResi,0.44616,,
2035,05ES,gasBoilerSpaceStock,capaConvResi,0.27023,,
2040,05ES,gasBoilerSpaceStock,capaConvResi,0.1215,,
2020,05ES,oilLiquidBoilerSpaceStock,capaConvResi,0.77527,,
2025,05ES,oilLiquidBoilerSpaceStock,capaConvResi,0.44866,,
2030,05ES,oilLiquidBoilerSpaceStock,capaConvResi,0.2974,,
2035,05ES,oilLiquidBoilerSpaceStock,capaConvResi,0.18012,,
2040,05ES,oilLiquidBoilerSpaceStock,capaConvResi,0.08099,,
2020,05ES,resistiveHeatSpaceStock,capaConvResi,0.31503,,
2025,05ES,resistiveHeatSpaceStock,capaConvResi,0.18231,,
2030,05ES,resistiveHeatSpaceStock,capaConvResi,0.12085,,
2035,05ES,resistiveHeatSpaceStock,capaConvResi,0.07319,,
2040,05ES,resistiveHeatSpaceStock,capaConvResi,0.03291,,
2020,05ES,coalBoilerSpaceStock,capaConvResi,0.01702,,
2025,05ES,coalBoilerSpaceStock,capaConvResi,0.00985,,
2030,05ES,coalBoilerSpaceStock,capaConvResi,0.00653,,
2035,05ES,coalBoilerSpaceStock,capaConvResi,0.00395,,
2040,05ES,coalBoilerSpaceStock,capaConvResi,0.00177,,
2020,05ES,heatpumpAirSpace,capaConvResi,0.00939,,
2025,05ES,heatpumpAirSpace,capaConvResi,0.00543,,
2030,05ES,heatpumpAirSpace,capaConvResi,0.0036,,
2035,05ES,heatpumpAirSpace,capaConvResi,0.00218,,
2040,05ES,heatpumpAirSpace,capaConvResi,0.00098,,
2020,06ES,coalBoilerProHigh,capaConvResi,0.15411,,
2025,06ES,coalBoilerProHigh,capaConvResi,0.12843,,
2030,06ES,coalBoilerProHigh,capaConvResi,0.10274,,
2035,06ES,coalBoilerProHigh,capaConvResi,0.07705,,
2040,06ES,coalBoilerProHigh,capaConvResi,0.05137,,
2045,06ES,coalBoilerProHigh,capaConvResi,0.02568,,
2020,06ES,eBoilerProHigh,capaConvResi,0.08697,,
2025,06ES,eBoilerProHigh,capaConvResi,0.07248,,
2030,06ES,eBoilerProHigh,capaConvResi,0.05798,,
2035,06ES,eBoilerProHigh,capaConvResi,0.04348,,
2040,06ES,eBoilerProHigh,capaConvResi,0.02899,,
2045,06ES,eBoilerProHigh,capaConvResi,0.01449,,
2020,06ES,gasBoilerProHigh,capaConvResi,0.64814,,
2025,06ES,gasBoilerProHigh,capaConvResi,0.54011,,
2030,06ES,gasBoilerProHigh,capaConvResi,0.43209,,
2035,06ES,gasBoilerProHigh,capaConvResi,0.32407,,
2040,06ES,gasBoilerProHigh,capaConvResi,0.21604,,
2045,06ES,gasBoilerProHigh,capaConvResi,0.10802,,
2020,06ES,oilBoilerProHigh,capaConvResi,0.37865,,
2025,06ES,oilBoilerProHigh,capaConvResi,0.31554,,
2030,06ES,oilBoilerProHigh,capaConvResi,0.25243,,
2035,06ES,oilBoilerProHigh,capaConvResi,0.18932,,
2040,06ES,oilBoilerProHigh,capaConvResi,0.12621,,
2045,06ES,oilBoilerProHigh,capaConvResi,0.0631,,
2020,06ES,bioBoilerProLow,capaConvResi,0.06444,,
2025,06ES,bioBoilerProLow,capaConvResi,0.0537,,
2030,06ES,bioBoilerProLow,capaConvResi,0.04296,,
2035,06ES,bioBoilerProLow,capaConvResi,0.03222,,
2040,06ES,bioBoilerProLow,capaConvResi,0.02148,,
2045,06ES,bioBoilerProLow,capaConvResi,0.01074,,
2020,06ES,ccgtGasBackProLow,capaConvResi,0.02787,,
