technology_3,region_2,timestep_2,parameter,value,source
heatpumpAirSpace,LT,2050,costExpConv,2615.9319,
heatpumpAirSpace,LT,2025,costOprConv,69.1579,
heatpumpAirSpace,LT,2030,costOprConv,71.4054,
heatpumpAirSpace,LT,2035,costOprConv,72.1361,
heatpumpAirSpace,LT,2040,costOprConv,72.8272,
heatpumpAirSpace,LT,2045,costOprConv,73.0361,
heatpumpAirSpace,LT,2050,costOprConv,73.2451,
heatpumpGroundSpace,LT,2025,lifeConv,20,
heatpumpGroundSpace,LT,2030,lifeConv,20,
heatpumpGroundSpace,LT,2035,lifeConv,20,
heatpumpGroundSpace,LT,2040,lifeConv,20,
heatpumpGroundSpace,LT,2045,lifeConv,20,
heatpumpGroundSpace,LT,2050,lifeConv,20,
heatpumpGroundSpace,LT,2025,costExpConv,4144.5409,
heatpumpGroundSpace,LT,2030,costExpConv,4009.5198,
heatpumpGroundSpace,LT,2035,costExpConv,3975.7182,
heatpumpGroundSpace,LT,2040,costExpConv,3943.2554,
heatpumpGroundSpace,LT,2045,costExpConv,3864.1977,
heatpumpGroundSpace,LT,2050,costExpConv,3785.14,
heatpumpGroundSpace,LT,2025,costOprConv,62.6981,
heatpumpGroundSpace,LT,2030,costOprConv,63.5541,
heatpumpGroundSpace,LT,2035,costOprConv,63.9951,
heatpumpGroundSpace,LT,2040,costOprConv,64.3738,
heatpumpGroundSpace,LT,2045,costOprConv,64.1104,
heatpumpGroundSpace,LT,2050,costOprConv,63.847,
solarThermalResi_b,LT,2025,lifeConv,25,
solarThermalResi_b,LT,2030,lifeConv,30,
solarThermalResi_b,LT,2035,lifeConv,30,
solarThermalResi_b,LT,2040,lifeConv,30,
solarThermalResi_b,LT,2045,lifeConv,30,
solarThermalResi_b,LT,2050,lifeConv,30,
solarThermalResi_b,LT,2025,costExpConv,1233.5753,
solarThermalResi_b,LT,2030,costExpConv,1181.186,
solarThermalResi_b,LT,2035,costExpConv,1148.4193,
solarThermalResi_b,LT,2040,costExpConv,1120.4324,
solarThermalResi_b,LT,2045,costExpConv,1092.6857,
solarThermalResi_b,LT,2050,costExpConv,1064.939,
solarThermalResi_b,LT,2025,costOprConv,8.2458,
solarThermalResi_b,LT,2030,costOprConv,8.3437,
solarThermalResi_b,LT,2035,costOprConv,8.163,
solarThermalResi_b,LT,2040,costOprConv,8.02,
solarThermalResi_b,LT,2045,costOprConv,7.8186,
solarThermalResi_b,LT,2050,costOprConv,7.6171,
resistiveHeatSpace,LT,2025,lifeConv,30,
resistiveHeatSpace,LT,2030,lifeConv,30,
resistiveHeatSpace,LT,2035,lifeConv,30,
resistiveHeatSpace,LT,2040,lifeConv,30,
resistiveHeatSpace,LT,2045,lifeConv,30,
resistiveHeatSpace,LT,2050,lifeConv,30,
resistiveHeatSpace,LT,,effConv,1,
resistiveHeatSpace,LT,2025,costExpConv,762.0415,
resistiveHeatSpace,LT,2030,costExpConv,743.18,
resistiveHeatSpace,LT,2035,costExpConv,725.013,
resistiveHeatSpace,LT,2040,costExpConv,706.846,
resistiveHeatSpace,LT,2045,costExpConv,689.5672,
resistiveHeatSpace,LT,2050,costExpConv,672.2884,
resistiveHeatSpace,LT,2025,costOprConv,3.7836,
resistiveHeatSpace,LT,2030,costOprConv,3.6292,
resistiveHeatSpace,LT,2035,costOprConv,3.5504,
resistiveHeatSpace,LT,2040,costOprConv,3.4715,
resistiveHeatSpace,LT,2045,costOprConv,3.3926,
resistiveHeatSpace,LT,2050,costOprConv,3.3137,
gasBoilerSpace,LU,2025,lifeConv,22.5126,
gasBoilerSpace,LU,2030,lifeConv,22.5126,
gasBoilerSpace,LU,2035,lifeConv,22.5126,
gasBoilerSpace,LU,2040,lifeConv,22.5126,
gasBoilerSpace,LU,2045,lifeConv,22.5126,
gasBoilerSpace,LU,2050,lifeConv,22.5126,
gasBoilerSpace,LU,,effConv,1.0001,
gasBoilerSpace,LU,2025,costExpConv,180.779,
gasBoilerSpace,LU,2030,costExpConv,177.694,
gasBoilerSpace,LU,2035,costExpConv,174.4355,
gasBoilerSpace,LU,2040,costExpConv,171.0145,
gasBoilerSpace,LU,2045,costExpConv,166.9047,
gasBoilerSpace,LU,2050,costExpConv,162.7949,
gasBoilerSpace,LU,2025,costOprConv,7.8733,
gasBoilerSpace,LU,2030,costOprConv,7.8713,
gasBoilerSpace,LU,2035,costOprConv,7.7094,
gasBoilerSpace,LU,2040,costOprConv,7.5418,
gasBoilerSpace,LU,2045,costOprConv,6.9547,
gasBoilerSpace,LU,2050,costOprConv,6.3675,
districtHeatSpace,LU,2025,lifeConv,25,
districtHeatSpace,LU,2030,lifeConv,25,
districtHeatSpace,LU,2035,lifeConv,25,
districtHeatSpace,LU,2040,lifeConv,25,
districtHeatSpace,LU,2045,lifeConv,25,
districtHeatSpace,LU,2050,lifeConv,25,
districtHeatSpace,LU,,effConv,0.9,
districtHeatSpace,LU,2025,costExpConv,107.7761,
districtHeatSpace,LU,2030,costExpConv,105.1002,
districtHeatSpace,LU,2035,costExpConv,102.4466,
districtHeatSpace,LU,2040,costExpConv,99.7692,
districtHeatSpace,LU,2045,costExpConv,97.1437,
districtHeatSpace,LU,2050,costExpConv,94.5183,
districtHeatSpace,LU,2025,costOprConv,1.9718,
districtHeatSpace,LU,2030,costOprConv,1.9802,
districtHeatSpace,LU,2035,costOprConv,1.9426,
districtHeatSpace,LU,2040,costOprConv,1.9041,
districtHeatSpace,LU,2045,costOprConv,1.861,
districtHeatSpace,LU,2050,costOprConv,1.8179,
bioBoilerSpace,LU,2025,lifeConv,20,
bioBoilerSpace,LU,2030,lifeConv,20,
bioBoilerSpace,LU,2035,lifeConv,20,
bioBoilerSpace,LU,2040,lifeConv,20,
bioBoilerSpace,LU,2045,lifeConv,20,
bioBoilerSpace,LU,2050,lifeConv,20,
bioBoilerSpace,LU,,effConv,0.8722,
bioBoilerSpace,LU,2025,costExpConv,324.1477,
bioBoilerSpace,LU,2030,costExpConv,323.7839,
bioBoilerSpace,LU,2035,costExpConv,318.5838,
bioBoilerSpace,LU,2040,costExpConv,313.0483,
bioBoilerSpace,LU,2045,costExpConv,321.4201,
bioBoilerSpace,LU,2050,costExpConv,329.7918,
bioBoilerSpace,LU,2025,costOprConv,18.6362,
bioBoilerSpace,LU,2030,costOprConv,18.7772,
bioBoilerSpace,LU,2035,costOprConv,18.5758,
bioBoilerSpace,LU,2040,costOprConv,18.3577,
bioBoilerSpace,LU,2045,costOprConv,19.224,
bioBoilerSpace,LU,2050,costOprConv,20.0903,
heatpumpAirSpace,LU,2025,lifeConv,18.0101,
heatpumpAirSpace,LU,2030,lifeConv,18.0101,
heatpumpAirSpace,LU,2035,lifeConv,18.0101,
heatpumpAirSpace,LU,2040,lifeConv,18.0101,
heatpumpAirSpace,LU,2045,lifeConv,18.0101,
heatpumpAirSpace,LU,2050,lifeConv,18.0101,
heatpumpAirSpace,LU,2025,costExpConv,3079.728,
heatpumpAirSpace,LU,2030,costExpConv,2933.6542,
heatpumpAirSpace,LU,2035,costExpConv,2877.0097,
heatpumpAirSpace,LU,2040,costExpConv,2822.6212,
heatpumpAirSpace,LU,2045,costExpConv,2741.8887,
heatpumpAirSpace,LU,2050,costExpConv,2661.1562,
heatpumpAirSpace,LU,2025,costOprConv,74.1605,
heatpumpAirSpace,LU,2030,costOprConv,76.4982,
heatpumpAirSpace,LU,2035,costOprConv,77.2419,
heatpumpAirSpace,LU,2040,costOprConv,77.9398,
heatpumpAirSpace,LU,2045,costOprConv,78.0791,
heatpumpAirSpace,LU,2050,costOprConv,78.2183,
heatpumpGroundSpace,LU,2025,lifeConv,20,
heatpumpGroundSpace,LU,2030,lifeConv,20,
heatpumpGroundSpace,LU,2035,lifeConv,20,
heatpumpGroundSpace,LU,2040,lifeConv,20,
heatpumpGroundSpace,LU,2045,lifeConv,20,
heatpumpGroundSpace,LU,2050,lifeConv,20,
heatpumpGroundSpace,LU,2025,costExpConv,4296.0645,
heatpumpGroundSpace,LU,2030,costExpConv,4160.6674,
heatpumpGroundSpace,LU,2035,costExpConv,4127.4989,
heatpumpGroundSpace,LU,2040,costExpConv,4096.0141,
heatpumpGroundSpace,LU,2045,costExpConv,4024.4089,
heatpumpGroundSpace,LU,2050,costExpConv,3952.8037,
heatpumpGroundSpace,LU,2025,costOprConv,69.1012,
heatpumpGroundSpace,LU,2030,costOprConv,70.0305,
heatpumpGroundSpace,LU,2035,costOprConv,70.5054,
heatpumpGroundSpace,LU,2040,costOprConv,70.9066,
heatpumpGroundSpace,LU,2045,costOprConv,70.7612,
heatpumpGroundSpace,LU,2050,costOprConv,70.6158,
solarThermalResi_b,LU,2025,lifeConv,25,
solarThermalResi_b,LU,2030,lifeConv,30,
solarThermalResi_b,LU,2035,lifeConv,30,
solarThermalResi_b,LU,2040,lifeConv,30,
solarThermalResi_b,LU,2045,lifeConv,30,
solarThermalResi_b,LU,2050,lifeConv,30,
solarThermalResi_b,LU,2025,costExpConv,993.5611,
solarThermalResi_b,LU,2030,costExpConv,950.6887,
solarThermalResi_b,LU,2035,costExpConv,923.1473,
solarThermalResi_b,LU,2040,costExpConv,900.6363,
solarThermalResi_b,LU,2045,costExpConv,878.3296,
solarThermalResi_b,LU,2050,costExpConv,856.0229,
solarThermalResi_b,LU,2025,costOprConv,6.5672,
solarThermalResi_b,LU,2030,costOprConv,6.6674,
solarThermalResi_b,LU,2035,costOprConv,6.5136,
solarThermalResi_b,LU,2040,costOprConv,6.401,
solarThermalResi_b,LU,2045,costOprConv,6.248,
solarThermalResi_b,LU,2050,costOprConv,6.095,
resistiveHeatSpace,LU,2025,lifeConv,30,
resistiveHeatSpace,LU,2030,lifeConv,30,
resistiveHeatSpace,LU,2035,lifeConv,30,
resistiveHeatSpace,LU,2040,lifeConv,30,
resistiveHeatSpace,LU,2045,lifeConv,30,
resistiveHeatSpace,LU,2050,lifeConv,30,
resistiveHeatSpace,LU,,effConv,1,
resistiveHeatSpace,LU,2025,costExpConv,771.2388,
resistiveHeatSpace,LU,2030,costExpConv,752.1496,
resistiveHeatSpace,LU,2035,costExpConv,733.7634,
resistiveHeatSpace,LU,2040,costExpConv,715.3771,
resistiveHeatSpace,LU,2045,costExpConv,697.8898,
resistiveHeatSpace,LU,2050,costExpConv,680.4024,
resistiveHeatSpace,LU,2025,costOprConv,4.1275,
resistiveHeatSpace,LU,2030,costOprConv,3.9586,
resistiveHeatSpace,LU,2035,costOprConv,3.8725,
resistiveHeatSpace,LU,2040,costOprConv,3.7865,
resistiveHeatSpace,LU,2045,costOprConv,3.7004,
resistiveHeatSpace,LU,2050,costOprConv,3.6144,
gasBoilerSpace,LV,2025,lifeConv,23.9576,
gasBoilerSpace,LV,2030,lifeConv,23.9576,
gasBoilerSpace,LV,2035,lifeConv,23.9576,
gasBoilerSpace,LV,2040,lifeConv,23.9576,
gasBoilerSpace,LV,2045,lifeConv,23.9576,
gasBoilerSpace,LV,2050,lifeConv,23.9576,
gasBoilerSpace,LV,,effConv,1.0093,
gasBoilerSpace,LV,2025,costExpConv,114.2384,
gasBoilerSpace,LV,2030,costExpConv,112.1418,
gasBoilerSpace,LV,2035,costExpConv,110.2204,
gasBoilerSpace,LV,2040,costExpConv,108.1905,
gasBoilerSpace,LV,2045,costExpConv,105.7234,
gasBoilerSpace,LV,2050,costExpConv,103.2564,
gasBoilerSpace,LV,2025,costOprConv,4.235,
gasBoilerSpace,LV,2030,costOprConv,4.2255,
gasBoilerSpace,LV,2035,costOprConv,4.1445,
gasBoilerSpace,LV,2040,costOprConv,4.0596,
gasBoilerSpace,LV,2045,costOprConv,3.4923,
gasBoilerSpace,LV,2050,costOprConv,2.925,
districtHeatSpace,LV,2025,lifeConv,25,
districtHeatSpace,LV,2030,lifeConv,25,
districtHeatSpace,LV,2035,lifeConv,25,
districtHeatSpace,LV,2040,lifeConv,25,
districtHeatSpace,LV,2045,lifeConv,25,
districtHeatSpace,LV,2050,lifeConv,25,
districtHeatSpace,LV,,effConv,0.9,
districtHeatSpace,LV,2025,costExpConv,67.1093,
districtHeatSpace,LV,2030,costExpConv,65.4223,
districtHeatSpace,LV,2035,costExpConv,63.7348,
districtHeatSpace,LV,2040,costExpConv,62.0126,
districtHeatSpace,LV,2045,costExpConv,60.389,
districtHeatSpace,LV,2050,costExpConv,58.7655,
districtHeatSpace,LV,2025,costOprConv,0.9951,
districtHeatSpace,LV,2030,costOprConv,1.0101,
districtHeatSpace,LV,2035,costOprConv,0.9922,
districtHeatSpace,LV,2040,costOprConv,0.9738,
districtHeatSpace,LV,2045,costOprConv,0.9553,
districtHeatSpace,LV,2050,costOprConv,0.9368,
bioBoilerSpace,LV,2025,lifeConv,20,
bioBoilerSpace,LV,2030,lifeConv,20,
bioBoilerSpace,LV,2035,lifeConv,20,
bioBoilerSpace,LV,2040,lifeConv,20,
bioBoilerSpace,LV,2045,lifeConv,20,
bioBoilerSpace,LV,2050,lifeConv,20,
bioBoilerSpace,LV,,effConv,0.8894,
bioBoilerSpace,LV,2025,costExpConv,239.235,
bioBoilerSpace,LV,2030,costExpConv,240.3823,
bioBoilerSpace,LV,2035,costExpConv,235.6071,
bioBoilerSpace,LV,2040,costExpConv,230.6633,
bioBoilerSpace,LV,2045,costExpConv,234.8064,
bioBoilerSpace,LV,2050,costExpConv,238.9495,
bioBoilerSpace,LV,2025,costOprConv,9.2834,
bioBoilerSpace,LV,2030,costOprConv,9.445,
bioBoilerSpace,LV,2035,costOprConv,9.3315,
bioBoilerSpace,LV,2040,costOprConv,9.2124,
bioBoilerSpace,LV,2045,costOprConv,9.7855,
bioBoilerSpace,LV,2050,costOprConv,10.3586,
heatpumpAirSpace,LV,2025,lifeConv,19.1661,
heatpumpAirSpace,LV,2030,lifeConv,19.1661,
heatpumpAirSpace,LV,2035,lifeConv,19.1661,
heatpumpAirSpace,LV,2040,lifeConv,19.1661,
heatpumpAirSpace,LV,2045,lifeConv,19.1661,
heatpumpAirSpace,LV,2050,lifeConv,19.1661,
heatpumpAirSpace,LV,2025,costExpConv,2464.7978,
heatpumpAirSpace,LV,2030,costExpConv,2313.5593,
heatpumpAirSpace,LV,2035,costExpConv,2255.0373,
heatpumpAirSpace,LV,2040,costExpConv,2196.8218,
heatpumpAirSpace,LV,2045,costExpConv,2122.0942,
heatpumpAirSpace,LV,2050,costExpConv,2047.3666,
heatpumpAirSpace,LV,2025,costOprConv,49.2067,
heatpumpAirSpace,LV,2030,costOprConv,50.9952,
heatpumpAirSpace,LV,2035,costOprConv,51.6443,
heatpumpAirSpace,LV,2040,costOprConv,52.2775,
heatpumpAirSpace,LV,2045,costOprConv,52.679,
heatpumpAirSpace,LV,2050,costOprConv,53.0805,
heatpumpGroundSpace,LV,2025,lifeConv,20,
heatpumpGroundSpace,LV,2030,lifeConv,20,
heatpumpGroundSpace,LV,2035,lifeConv,20,
heatpumpGroundSpace,LV,2040,lifeConv,20,
heatpumpGroundSpace,LV,2045,lifeConv,20,
heatpumpGroundSpace,LV,2050,lifeConv,20,
heatpumpGroundSpace,LV,2025,costExpConv,2994.2866,
heatpumpGroundSpace,LV,2030,costExpConv,2874.8212,
heatpumpGroundSpace,LV,2035,costExpConv,2842.1986,
heatpumpGroundSpace,LV,2040,costExpConv,2809.7892,
heatpumpGroundSpace,LV,2045,costExpConv,2737.3103,
heatpumpGroundSpace,LV,2050,costExpConv,2664.8314,
heatpumpGroundSpace,LV,2025,costOprConv,39.8956,
heatpumpGroundSpace,LV,2030,costOprConv,40.5303,
heatpumpGroundSpace,LV,2035,costOprConv,40.8593,
heatpumpGroundSpace,LV,2040,costOprConv,41.1674,
heatpumpGroundSpace,LV,2045,costOprConv,40.9534,
heatpumpGroundSpace,LV,2050,costOprConv,40.7393,
solarThermalResi_b,LV,2025,lifeConv,25,
solarThermalResi_b,LV,2030,lifeConv,30,
solarThermalResi_b,LV,2035,lifeConv,30,
solarThermalResi_b,LV,2040,lifeConv,30,
solarThermalResi_b,LV,2045,lifeConv,30,
solarThermalResi_b,LV,2050,lifeConv,30,
solarThermalResi_b,LV,2025,costExpConv,1812.8867,
solarThermalResi_b,LV,2030,costExpConv,1733.261,
solarThermalResi_b,LV,2035,costExpConv,1689.2112,
solarThermalResi_b,LV,2040,costExpConv,1648.2017,
solarThermalResi_b,LV,2045,costExpConv,1607.3288,
solarThermalResi_b,LV,2050,costExpConv,1566.456,
solarThermalResi_b,LV,2025,costOprConv,11.0894,
solarThermalResi_b,LV,2030,costOprConv,11.2765,
solarThermalResi_b,LV,2035,costOprConv,11.0845,
solarThermalResi_b,LV,2040,costOprConv,10.9126,
solarThermalResi_b,LV,2045,costOprConv,10.6344,
solarThermalResi_b,LV,2050,costOprConv,10.3563,
resistiveHeatSpace,LV,2025,lifeConv,30,
resistiveHeatSpace,LV,2030,lifeConv,30,
resistiveHeatSpace,LV,2035,lifeConv,30,
resistiveHeatSpace,LV,2040,lifeConv,30,
resistiveHeatSpace,LV,2045,lifeConv,30,
resistiveHeatSpace,LV,2050,lifeConv,30,
resistiveHeatSpace,LV,,effConv,1,
resistiveHeatSpace,LV,2025,costExpConv,711.6836,
resistiveHeatSpace,LV,2030,costExpConv,694.0686,
resistiveHeatSpace,LV,2035,costExpConv,677.1021,
resistiveHeatSpace,LV,2040,costExpConv,660.1356,
resistiveHeatSpace,LV,2045,costExpConv,643.9987,
resistiveHeatSpace,LV,2050,costExpConv,627.8617,
resistiveHeatSpace,LV,2025,costOprConv,1.9005,
resistiveHeatSpace,LV,2030,costOprConv,1.8261,
resistiveHeatSpace,LV,2035,costOprConv,1.7864,
resistiveHeatSpace,LV,2040,costOprConv,1.7467,
resistiveHeatSpace,LV,2045,costOprConv,1.707,
resistiveHeatSpace,LV,2050,costOprConv,1.6673,
gasBoilerSpace,ME,2025,lifeConv,22.6233,
gasBoilerSpace,ME,2030,lifeConv,22.6233,
gasBoilerSpace,ME,2035,lifeConv,22.6233,
gasBoilerSpace,ME,2040,lifeConv,22.6233,
gasBoilerSpace,ME,2045,lifeConv,22.6233,
gasBoilerSpace,ME,2050,lifeConv,22.6233,
gasBoilerSpace,ME,,effConv,1.0008,
gasBoilerSpace,ME,2025,costExpConv,168.3921,
gasBoilerSpace,ME,2030,costExpConv,165.5886,
gasBoilerSpace,ME,2035,costExpConv,162.5864,
gasBoilerSpace,ME,2040,costExpConv,159.4374,
gasBoilerSpace,ME,2045,costExpConv,155.6442,
gasBoilerSpace,ME,2050,costExpConv,151.8509,
gasBoilerSpace,ME,2025,costOprConv,7.3402,
gasBoilerSpace,ME,2030,costOprConv,7.3399,
gasBoilerSpace,ME,2035,costOprConv,7.1879,
gasBoilerSpace,ME,2040,costOprConv,7.0306,
gasBoilerSpace,ME,2045,costOprConv,6.5323,
gasBoilerSpace,ME,2050,costOprConv,6.034,
districtHeatSpace,ME,2025,lifeConv,25,
districtHeatSpace,ME,2030,lifeConv,25,
districtHeatSpace,ME,2035,lifeConv,25,
districtHeatSpace,ME,2040,lifeConv,25,
districtHeatSpace,ME,2045,lifeConv,25,
districtHeatSpace,ME,2050,lifeConv,25,
districtHeatSpace,ME,,effConv,0.9,
districtHeatSpace,ME,2025,costExpConv,103.7031,
districtHeatSpace,ME,2030,costExpConv,101.0927,
districtHeatSpace,ME,2035,costExpConv,98.4211,
districtHeatSpace,ME,2040,costExpConv,95.725,
districtHeatSpace,ME,2045,costExpConv,93.1602,
districtHeatSpace,ME,2050,costExpConv,90.5955,
districtHeatSpace,ME,2025,costOprConv,1.8452,
districtHeatSpace,ME,2030,costOprConv,1.8692,
districtHeatSpace,ME,2035,costOprConv,1.8365,
districtHeatSpace,ME,2040,costOprConv,1.8032,
districtHeatSpace,ME,2045,costOprConv,1.7677,
districtHeatSpace,ME,2050,costOprConv,1.7323,
bioBoilerSpace,ME,2025,lifeConv,20,
bioBoilerSpace,ME,2030,lifeConv,20,
bioBoilerSpace,ME,2035,lifeConv,20,
bioBoilerSpace,ME,2040,lifeConv,20,
bioBoilerSpace,ME,2045,lifeConv,20,
bioBoilerSpace,ME,2050,lifeConv,20,
bioBoilerSpace,ME,,effConv,0.8794,
bioBoilerSpace,ME,2025,costExpConv,302.3606,
bioBoilerSpace,ME,2030,costExpConv,302.5535,
bioBoilerSpace,ME,2035,costExpConv,297.6248,
bioBoilerSpace,ME,2040,costExpConv,292.4018,
bioBoilerSpace,ME,2045,costExpConv,305.402,
bioBoilerSpace,ME,2050,costExpConv,318.4021,
bioBoilerSpace,ME,2025,costOprConv,17.1255,
bioBoilerSpace,ME,2030,costOprConv,17.3068,
bioBoilerSpace,ME,2035,costOprConv,17.1202,
bioBoilerSpace,ME,2040,costOprConv,16.9192,
bioBoilerSpace,ME,2045,costOprConv,18.1424,
bioBoilerSpace,ME,2050,costOprConv,19.3655,
heatpumpAirSpace,ME,2025,lifeConv,18.0987,
heatpumpAirSpace,ME,2030,lifeConv,18.0987,
heatpumpAirSpace,ME,2035,lifeConv,18.0987,
heatpumpAirSpace,ME,2040,lifeConv,18.0987,
heatpumpAirSpace,ME,2045,lifeConv,18.0987,
heatpumpAirSpace,ME,2050,lifeConv,18.0987,
heatpumpAirSpace,ME,2025,costExpConv,3147.5766,
heatpumpAirSpace,ME,2030,costExpConv,2989.2338,
heatpumpAirSpace,ME,2035,costExpConv,2926.9844,
heatpumpAirSpace,ME,2040,costExpConv,2866.5856,
heatpumpAirSpace,ME,2045,costExpConv,2780.8878,
heatpumpAirSpace,ME,2050,costExpConv,2695.1899,
heatpumpAirSpace,ME,2025,costOprConv,70.1942,
heatpumpAirSpace,ME,2030,costOprConv,72.4894,
heatpumpAirSpace,ME,2035,costOprConv,73.2264,
heatpumpAirSpace,ME,2040,costOprConv,73.9243,
heatpumpAirSpace,ME,2045,costOprConv,74.1379,
heatpumpAirSpace,ME,2050,costOprConv,74.3516,
heatpumpGroundSpace,ME,2025,lifeConv,20,
heatpumpGroundSpace,ME,2030,lifeConv,20,
heatpumpGroundSpace,ME,2035,lifeConv,20,
heatpumpGroundSpace,ME,2040,lifeConv,20,
heatpumpGroundSpace,ME,2045,lifeConv,20,
heatpumpGroundSpace,ME,2050,lifeConv,20,
heatpumpGroundSpace,ME,2025,costExpConv,4276.812,
heatpumpGroundSpace,ME,2030,costExpConv,4139.1468,
heatpumpGroundSpace,ME,2035,costExpConv,4104.7756,
heatpumpGroundSpace,ME,2040,costExpConv,4071.7832,
heatpumpGroundSpace,ME,2045,costExpConv,3987.4662,
heatpumpGroundSpace,ME,2050,costExpConv,3903.1492,
heatpumpGroundSpace,ME,2025,costOprConv,63.5901,
heatpumpGroundSpace,ME,2030,costOprConv,64.4485,
heatpumpGroundSpace,ME,2035,costOprConv,64.8913,
heatpumpGroundSpace,ME,2040,costOprConv,65.272,
heatpumpGroundSpace,ME,2045,costOprConv,64.936,
heatpumpGroundSpace,ME,2050,costOprConv,64.6,
solarThermalResi_b,ME,2025,lifeConv,25,
solarThermalResi_b,ME,2030,lifeConv,30,
solarThermalResi_b,ME,2035,lifeConv,30,
solarThermalResi_b,ME,2040,lifeConv,30,
solarThermalResi_b,ME,2045,lifeConv,30,
solarThermalResi_b,ME,2050,lifeConv,30,
solarThermalResi_b,ME,2025,costExpConv,1285.116,
solarThermalResi_b,ME,2030,costExpConv,1231.2228,
solarThermalResi_b,ME,2035,costExpConv,1197.5286,
solarThermalResi_b,ME,2040,costExpConv,1168.3293,
solarThermalResi_b,ME,2045,costExpConv,1139.4059,
solarThermalResi_b,ME,2050,costExpConv,1110.4824,
solarThermalResi_b,ME,2025,costOprConv,8.7665,
solarThermalResi_b,ME,2030,costOprConv,8.8489,
solarThermalResi_b,ME,2035,costOprConv,8.6575,
solarThermalResi_b,ME,2040,costOprConv,8.5023,
solarThermalResi_b,ME,2045,costOprConv,8.2853,
solarThermalResi_b,ME,2050,costOprConv,8.0683,
resistiveHeatSpace,ME,2025,lifeConv,30,
resistiveHeatSpace,ME,2030,lifeConv,30,
resistiveHeatSpace,ME,2035,lifeConv,30,
resistiveHeatSpace,ME,2040,lifeConv,30,
resistiveHeatSpace,ME,2045,lifeConv,30,
resistiveHeatSpace,ME,2050,lifeConv,30,
resistiveHeatSpace,ME,,effConv,1,
resistiveHeatSpace,ME,2025,costExpConv,766.6753,
resistiveHeatSpace,ME,2030,costExpConv,747.6992,
resistiveHeatSpace,ME,2035,costExpConv,729.4217,
resistiveHeatSpace,ME,2040,costExpConv,711.1443,
resistiveHeatSpace,ME,2045,costExpConv,693.7604,
resistiveHeatSpace,ME,2050,costExpConv,676.3765,
resistiveHeatSpace,ME,2025,costOprConv,3.9569,
resistiveHeatSpace,ME,2030,costOprConv,3.7952,
resistiveHeatSpace,ME,2035,costOprConv,3.7127,
resistiveHeatSpace,ME,2040,costOprConv,3.6302,
resistiveHeatSpace,ME,2045,costOprConv,3.5477,
resistiveHeatSpace,ME,2050,costOprConv,3.4652,
gasBoilerSpace,MK,2025,lifeConv,22.6233,
gasBoilerSpace,MK,2030,lifeConv,22.6233,
gasBoilerSpace,MK,2035,lifeConv,22.6233,
gasBoilerSpace,MK,2040,lifeConv,22.6233,
gasBoilerSpace,MK,2045,lifeConv,22.6233,
gasBoilerSpace,MK,2050,lifeConv,22.6233,
gasBoilerSpace,MK,,effConv,1.0008,
gasBoilerSpace,MK,2025,costExpConv,168.3921,
gasBoilerSpace,MK,2030,costExpConv,165.5886,
gasBoilerSpace,MK,2035,costExpConv,162.5864,
gasBoilerSpace,MK,2040,costExpConv,159.4374,
gasBoilerSpace,MK,2045,costExpConv,155.6442,
gasBoilerSpace,MK,2050,costExpConv,151.8509,
gasBoilerSpace,MK,2025,costOprConv,7.3402,
gasBoilerSpace,MK,2030,costOprConv,7.3399,
gasBoilerSpace,MK,2035,costOprConv,7.1879,
gasBoilerSpace,MK,2040,costOprConv,7.0306,
gasBoilerSpace,MK,2045,costOprConv,6.5323,
gasBoilerSpace,MK,2050,costOprConv,6.034,
districtHeatSpace,MK,2025,lifeConv,25,
districtHeatSpace,MK,2030,lifeConv,25,
districtHeatSpace,MK,2035,lifeConv,25,
districtHeatSpace,MK,2040,lifeConv,25,
districtHeatSpace,MK,2045,lifeConv,25,
districtHeatSpace,MK,2050,lifeConv,25,
districtHeatSpace,MK,,effConv,0.9,
districtHeatSpace,MK,2025,costExpConv,103.7031,
districtHeatSpace,MK,2030,costExpConv,101.0927,
districtHeatSpace,MK,2035,costExpConv,98.4211,
districtHeatSpace,MK,2040,costExpConv,95.725,
districtHeatSpace,MK,2045,costExpConv,93.1602,
districtHeatSpace,MK,2050,costExpConv,90.5955,
districtHeatSpace,MK,2025,costOprConv,1.8452,
districtHeatSpace,MK,2030,costOprConv,1.8692,
districtHeatSpace,MK,2035,costOprConv,1.8365,
districtHeatSpace,MK,2040,costOprConv,1.8032,
districtHeatSpace,MK,2045,costOprConv,1.7677,
districtHeatSpace,MK,2050,costOprConv,1.7323,
bioBoilerSpace,MK,2025,lifeConv,20,
bioBoilerSpace,MK,2030,lifeConv,20,
bioBoilerSpace,MK,2035,lifeConv,20,
bioBoilerSpace,MK,2040,lifeConv,20,
bioBoilerSpace,MK,2045,lifeConv,20,
bioBoilerSpace,MK,2050,lifeConv,20,
bioBoilerSpace,MK,,effConv,0.8794,
bioBoilerSpace,MK,2025,costExpConv,302.3606,
bioBoilerSpace,MK,2030,costExpConv,302.5535,
bioBoilerSpace,MK,2035,costExpConv,297.6248,
bioBoilerSpace,MK,2040,costExpConv,292.4018,
bioBoilerSpace,MK,2045,costExpConv,305.402,
bioBoilerSpace,MK,2050,costExpConv,318.4021,
bioBoilerSpace,MK,2025,costOprConv,17.1255,
bioBoilerSpace,MK,2030,costOprConv,17.3068,
bioBoilerSpace,MK,2035,costOprConv,17.1202,
