region_4,technology_3,carrier_1,parameter,value,source
79NO,oilLiquidBoilerSpaceStock,,effConv,0.72,
79NO,resistiveHeatSpaceStock,,effConv,0.94,
80NO,coalBoilerProHighStock,,effConv,0.7,
80NO,eBoilerProHigh,,effConv,1,
80NO,gasBoilerProHighStock,,effConv,0.98,
80NO,oilBoilerProHighStock,,effConv,0.7,
80NO,bioBoilerProLowStock,,effConv,0.7,
80NO,ccgtGasBackProLowStock,,effConv,0.75,
80NO,districtHeatPro,,effConv,0.8,
80NO,gasBoilerProLowStock,,effConv,0.98,
80NO,eBoilerProLow,,effConv,0.99,
80NO,gasEngineProLowStock,,effConv,0.875,
80NO,oilBoilerProLowStock,,effConv,0.7,
80NO,oilPlantProLowStock,,effConv,0.775,
80NO,bioBoilerProMedStock,,effConv,0.98,
80NO,bioGasEngineProMedStock,,effConv,0.875,
80NO,coalBoilerProMedStock,,effConv,0.7,
80NO,eBoilerProMed,,effConv,0.930833333,
80NO,gasBoilerProMedStock,,effConv,0.98,
80NO,oilBoilerProMedStock,,effConv,0.7,
80NO,hardcoalPlantProMedStock,,effConv,0.85,
80NO,oilPlantProMedStock,,effConv,0.846002329,
80NO,districtHeatSpace,,effConv,0.8,
80NO,bioBoilerSpaceStock,,effConv,0.936589564,
80NO,gasBoilerSpaceStock,,effConv,0.98,
80NO,oilLiquidBoilerSpaceStock,,effConv,0.72,
80NO,resistiveHeatSpaceStock,,effConv,0.94,
81NO,coalBoilerProHighStock,,effConv,0.7,
81NO,eBoilerProHigh,,effConv,1,
81NO,gasBoilerProHighStock,,effConv,0.98,
81NO,oilBoilerProHighStock,,effConv,0.7,
81NO,bioBoilerProLowStock,,effConv,0.7,
81NO,ccgtGasBackProLowStock,,effConv,0.75,
81NO,districtHeatPro,,effConv,0.8,
81NO,gasBoilerProLowStock,,effConv,0.98,
81NO,eBoilerProLow,,effConv,0.99,
81NO,gasEngineProLowStock,,effConv,0.875,
81NO,oilBoilerProLowStock,,effConv,0.7,
81NO,oilPlantProLowStock,,effConv,0.775,
81NO,bioBoilerProMedStock,,effConv,0.98,
81NO,bioGasEngineProMedStock,,effConv,0.875,
81NO,coalBoilerProMedStock,,effConv,0.7,
81NO,eBoilerProMed,,effConv,0.930833333,
81NO,gasBoilerProMedStock,,effConv,0.98,
81NO,gasEngineProMedStock,,effConv,0.875,
81NO,oilBoilerProMedStock,,effConv,0.7,
81NO,hardcoalPlantProMedStock,,effConv,0.85,
81NO,oilPlantProMedStock,,effConv,0.846002329,
81NO,districtHeatSpace,,effConv,0.8,
81NO,bioBoilerSpaceStock,,effConv,0.936589564,
81NO,gasBoilerSpaceStock,,effConv,0.98,
81NO,oilLiquidBoilerSpaceStock,,effConv,0.72,
81NO,resistiveHeatSpaceStock,,effConv,0.94,
82NO,coalBoilerProHighStock,,effConv,0.7,
82NO,eBoilerProHigh,,effConv,1,
82NO,gasBoilerProHighStock,,effConv,0.98,
82NO,oilBoilerProHighStock,,effConv,0.7,
82NO,bioBoilerProLowStock,,effConv,0.7,
82NO,ccgtGasBackProLowStock,,effConv,0.75,
82NO,districtHeatPro,,effConv,0.8,
82NO,gasBoilerProLowStock,,effConv,0.98,
82NO,eBoilerProLow,,effConv,0.99,
82NO,gasEngineProLowStock,,effConv,0.875,
82NO,oilBoilerProLowStock,,effConv,0.7,
82NO,oilPlantProLowStock,,effConv,0.775,
82NO,bioBoilerProMedStock,,effConv,0.98,
82NO,bioGasEngineProMedStock,,effConv,0.875,
82NO,coalBoilerProMedStock,,effConv,0.7,
82NO,eBoilerProMed,,effConv,0.930833333,
82NO,gasBoilerProMedStock,,effConv,0.98,
82NO,gasEngineProMedStock,,effConv,0.875,
82NO,oilBoilerProMedStock,,effConv,0.7,
82NO,hardcoalPlantProMedStock,,effConv,0.85,
82NO,oilPlantProMedStock,,effConv,0.846002329,
82NO,districtHeatSpace,,effConv,0.8,
82NO,bioBoilerSpaceStock,,effConv,0.936589564,
82NO,gasBoilerSpaceStock,,effConv,0.98,
82NO,oilLiquidBoilerSpaceStock,,effConv,0.72,
82NO,resistiveHeatSpaceStock,,effConv,0.94,
83NO,coalBoilerProHighStock,,effConv,0.7,
83NO,eBoilerProHigh,,effConv,1,
83NO,gasBoilerProHighStock,,effConv,0.98,
83NO,oilBoilerProHighStock,,effConv,0.7,
83NO,bioBoilerProLowStock,,effConv,0.7,
83NO,ccgtGasBackProLowStock,,effConv,0.75,
83NO,districtHeatPro,,effConv,0.8,
83NO,gasBoilerProLowStock,,effConv,0.98,
83NO,eBoilerProLow,,effConv,0.99,
83NO,gasEngineProLowStock,,effConv,0.875,
83NO,oilBoilerProLowStock,,effConv,0.7,
83NO,oilPlantProLowStock,,effConv,0.775,
83NO,bioBoilerProMedStock,,effConv,0.98,
83NO,bioGasEngineProMedStock,,effConv,0.875,
83NO,coalBoilerProMedStock,,effConv,0.7,
83NO,eBoilerProMed,,effConv,0.930833333,
83NO,gasBoilerProMedStock,,effConv,0.98,
83NO,oilBoilerProMedStock,,effConv,0.7,
83NO,hardcoalPlantProMedStock,,effConv,0.85,
83NO,oilPlantProMedStock,,effConv,0.846002329,
83NO,districtHeatSpace,,effConv,0.8,
83NO,bioBoilerSpaceStock,,effConv,0.936589564,
83NO,gasBoilerSpaceStock,,effConv,0.98,
83NO,oilLiquidBoilerSpaceStock,,effConv,0.72,
83NO,resistiveHeatSpaceStock,,effConv,0.94,
84NO,coalBoilerProHighStock,,effConv,0.7,
84NO,eBoilerProHigh,,effConv,1,
84NO,gasBoilerProHighStock,,effConv,0.98,
84NO,oilBoilerProHighStock,,effConv,0.7,
84NO,bioBoilerProLowStock,,effConv,0.7,
84NO,ccgtGasBackProLowStock,,effConv,0.75,
84NO,districtHeatPro,,effConv,0.8,
84NO,gasBoilerProLowStock,,effConv,0.98,
84NO,eBoilerProLow,,effConv,0.99,
84NO,gasEngineProLowStock,,effConv,0.875,
84NO,oilBoilerProLowStock,,effConv,0.7,
84NO,oilPlantProLowStock,,effConv,0.775,
84NO,bioBoilerProMedStock,,effConv,0.98,
84NO,bioGasEngineProMedStock,,effConv,0.875,
84NO,coalBoilerProMedStock,,effConv,0.7,
84NO,eBoilerProMed,,effConv,0.930833333,
84NO,gasBoilerProMedStock,,effConv,0.98,
84NO,oilBoilerProMedStock,,effConv,0.7,
84NO,hardcoalPlantProMedStock,,effConv,0.85,
84NO,oilPlantProMedStock,,effConv,0.846002329,
84NO,districtHeatSpace,,effConv,0.8,
84NO,bioBoilerSpaceStock,,effConv,0.936589564,
84NO,gasBoilerSpaceStock,,effConv,0.98,
84NO,oilLiquidBoilerSpaceStock,,effConv,0.72,
84NO,resistiveHeatSpaceStock,,effConv,0.94,
85NO,coalBoilerProHighStock,,effConv,0.7,
85NO,bioBoilerProLowStock,,effConv,0.7,
85NO,oilBoilerProLowStock,,effConv,0.7,
85NO,bioBoilerProMedStock,,effConv,0.98,
85NO,bioGasEngineProMedStock,,effConv,0.875,
85NO,oilBoilerProMedStock,,effConv,0.7,
85NO,districtHeatSpace,,effConv,0.8,
85NO,bioBoilerSpaceStock,,effConv,0.936589564,
85NO,gasBoilerSpaceStock,,effConv,0.98,
85NO,oilLiquidBoilerSpaceStock,,effConv,0.72,
85NO,resistiveHeatSpaceStock,,effConv,0.94,
86SE,coalBoilerProHighStock,,effConv,0.7,
86SE,eBoilerProHigh,,effConv,1,
86SE,gasBoilerProHighStock,,effConv,0.98,
86SE,oilBoilerProHighStock,,effConv,0.98,
86SE,bioBoilerProLowStock,,effConv,0.7,
86SE,districtHeatPro,,effConv,0.8,
86SE,gasBoilerProLowStock,,effConv,0.98,
86SE,eBoilerProLow,,effConv,0.99,
86SE,gasEngineProLowStock,,effConv,0.875,
86SE,oilBoilerProLowStock,,effConv,0.951695404,
86SE,bioBoilerProMedStock,,effConv,0.98,
86SE,bioGasEngineProMedStock,,effConv,0.875,
86SE,coalBoilerProMedStock,,effConv,0.7,
86SE,eBoilerProMed,,effConv,0.930833333,
86SE,gasBoilerProMedStock,,effConv,0.98,
86SE,gasEngineProMedStock,,effConv,0.875,
86SE,oilBoilerProMedStock,,effConv,0.941824752,
86SE,hardcoalPlantProMedStock,,effConv,0.85,
86SE,oilPlantProMedStock,,effConv,0.846002329,
86SE,districtHeatSpace,,effConv,0.8,
86SE,bioBoilerSpaceStock,,effConv,0.55,
86SE,gasBoilerSpaceStock,,effConv,0.98,
86SE,oilLiquidBoilerSpaceStock,,effConv,0.72,
86SE,resistiveHeatSpaceStock,,effConv,0.94,
87SE,coalBoilerProHighStock,,effConv,0.7,
87SE,eBoilerProHigh,,effConv,1,
87SE,gasBoilerProHighStock,,effConv,0.98,
87SE,oilBoilerProHighStock,,effConv,0.98,
87SE,bioBoilerProLowStock,,effConv,0.7,
87SE,ccgtGasBackProLowStock,,effConv,0.75,
87SE,districtHeatPro,,effConv,0.8,
87SE,gasBoilerProLowStock,,effConv,0.98,
87SE,eBoilerProLow,,effConv,0.99,
87SE,gasEngineProLowStock,,effConv,0.875,
87SE,oilBoilerProLowStock,,effConv,0.951695404,
87SE,oilPlantProLowStock,,effConv,0.775,
87SE,bioBoilerProMedStock,,effConv,0.98,
87SE,bioGasEngineProMedStock,,effConv,0.875,
87SE,ccgtGasBackProMedStock,,effConv,0.75,
87SE,coalBoilerProMedStock,,effConv,0.7,
87SE,eBoilerProMed,,effConv,0.930833333,
87SE,gasBoilerProMedStock,,effConv,0.98,
87SE,gasEngineProMedStock,,effConv,0.875,
87SE,oilBoilerProMedStock,,effConv,0.941824752,
87SE,hardcoalPlantProMedStock,,effConv,0.85,
87SE,oilPlantProMedStock,,effConv,0.846002329,
87SE,districtHeatSpace,,effConv,0.8,
87SE,bioBoilerSpaceStock,,effConv,0.55,
87SE,gasBoilerSpaceStock,,effConv,0.98,
87SE,oilLiquidBoilerSpaceStock,,effConv,0.72,
87SE,resistiveHeatSpaceStock,,effConv,0.94,
88SE,coalBoilerProHighStock,,effConv,0.7,
88SE,eBoilerProHigh,,effConv,1,
88SE,gasBoilerProHighStock,,effConv,0.98,
88SE,oilBoilerProHighStock,,effConv,0.98,
88SE,bioBoilerProLowStock,,effConv,0.7,
88SE,ccgtGasBackProLowStock,,effConv,0.75,
88SE,coalBoilerProLowStock,,effConv,0.7,
88SE,districtHeatPro,,effConv,0.8,
88SE,gasBoilerProLowStock,,effConv,0.98,
88SE,eBoilerProLow,,effConv,0.99,
88SE,gasEngineProLowStock,,effConv,0.875,
88SE,oilBoilerProLowStock,,effConv,0.951695404,
88SE,oilPlantProLowStock,,effConv,0.775,
88SE,bioBoilerProMedStock,,effConv,0.98,
88SE,bioGasEngineProMedStock,,effConv,0.875,
88SE,ccgtGasBackProMedStock,,effConv,0.75,
88SE,coalBoilerProMedStock,,effConv,0.7,
88SE,eBoilerProMed,,effConv,0.930833333,
88SE,gasBoilerProMedStock,,effConv,0.98,
88SE,gasEngineProMedStock,,effConv,0.875,
88SE,oilBoilerProMedStock,,effConv,0.941824752,
88SE,hardcoalPlantProMedStock,,effConv,0.85,
88SE,oilPlantProMedStock,,effConv,0.846002329,
88SE,districtHeatSpace,,effConv,0.8,
88SE,bioBoilerSpaceStock,,effConv,0.55,
88SE,gasBoilerSpaceStock,,effConv,0.98,
88SE,oilLiquidBoilerSpaceStock,,effConv,0.72,
88SE,resistiveHeatSpaceStock,,effConv,0.94,
89SE,coalBoilerProHighStock,,effConv,0.7,
89SE,eBoilerProHigh,,effConv,1,
89SE,gasBoilerProHighStock,,effConv,0.98,
89SE,oilBoilerProHighStock,,effConv,0.98,
89SE,bioBoilerProLowStock,,effConv,0.7,
89SE,ccgtGasBackProLowStock,,effConv,0.75,
89SE,coalBoilerProLowStock,,effConv,0.7,
89SE,districtHeatPro,,effConv,0.8,
89SE,gasBoilerProLowStock,,effConv,0.98,
89SE,eBoilerProLow,,effConv,0.99,
89SE,gasEngineProLowStock,,effConv,0.875,
89SE,oilBoilerProLowStock,,effConv,0.951695404,
89SE,oilPlantProLowStock,,effConv,0.775,
89SE,bioBoilerProMedStock,,effConv,0.98,
89SE,bioGasEngineProMedStock,,effConv,0.875,
89SE,ccgtGasBackProMedStock,,effConv,0.75,
89SE,coalBoilerProMedStock,,effConv,0.7,
89SE,eBoilerProMed,,effConv,0.930833333,
89SE,gasBoilerProMedStock,,effConv,0.98,
89SE,gasEngineProMedStock,,effConv,0.875,
89SE,oilBoilerProMedStock,,effConv,0.941824752,
89SE,hardcoalPlantProMedStock,,effConv,0.85,
89SE,oilPlantProMedStock,,effConv,0.846002329,
89SE,districtHeatSpace,,effConv,0.8,
89SE,bioBoilerSpaceStock,,effConv,0.55,
89SE,gasBoilerSpaceStock,,effConv,0.98,
89SE,oilLiquidBoilerSpaceStock,,effConv,0.72,
89SE,resistiveHeatSpaceStock,,effConv,0.94,
90UK,coalBoilerProHighStock,,effConv,1,
90UK,eBoilerProHigh,,effConv,1,
90UK,gasBoilerProHighStock,,effConv,0.98,
90UK,oilBoilerProHighStock,,effConv,0.98,
90UK,bioBoilerProLowStock,,effConv,0.98,
90UK,ccgtGasBackProLowStock,,effConv,0.75,
90UK,coalBoilerProLowStock,,effConv,0.898333333,
90UK,districtHeatPro,,effConv,0.8,
90UK,gasBoilerProLowStock,,effConv,0.98,
90UK,eBoilerProLow,,effConv,0.99,
90UK,gasEngineProLowStock,,effConv,0.875,
90UK,oilBoilerProLowStock,,effConv,0.964166667,
90UK,hardcoalPlantProLowStock,,effConv,0.85,
90UK,oilPlantProLowStock,,effConv,0.775,
90UK,bioBoilerProMedStock,,effConv,0.8925,
90UK,bioGasEngineProMedStock,,effConv,0.875,
90UK,ccgtGasBackProMedStock,,effConv,0.75,
90UK,coalBoilerProMedStock,,effConv,0.898333333,
90UK,eBoilerProMed,,effConv,0.930833333,
90UK,gasBoilerProMedStock,,effConv,0.930833333,
90UK,gasEngineProMedStock,,effConv,0.875,
90UK,oilBoilerProMedStock,,effConv,0.954166667,
90UK,hardcoalPlantProMedStock,,effConv,0.85,
90UK,oilPlantProMedStock,,effConv,0.846002329,
90UK,districtHeatSpace,,effConv,0.8,
90UK,bioBoilerSpaceStock,,effConv,0.629,
90UK,gasBoilerSpaceStock,,effConv,0.833,
90UK,oilLiquidBoilerSpaceStock,,effConv,0.809,
90UK,resistiveHeatSpaceStock,,effConv,0.919,
90UK,coalBoilerSpaceStock,,effConv,0.609,
91UK,coalBoilerProHighStock,,effConv,1,
91UK,eBoilerProHigh,,effConv,1,
91UK,gasBoilerProHighStock,,effConv,0.98,
91UK,oilBoilerProHighStock,,effConv,0.98,
91UK,bioBoilerProLowStock,,effConv,0.98,
91UK,ccgtGasBackProLowStock,,effConv,0.75,
91UK,coalBoilerProLowStock,,effConv,0.898333333,
91UK,districtHeatPro,,effConv,0.8,
91UK,gasBoilerProLowStock,,effConv,0.98,
91UK,eBoilerProLow,,effConv,0.99,
91UK,gasEngineProLowStock,,effConv,0.875,
91UK,oilBoilerProLowStock,,effConv,0.964166667,
91UK,hardcoalPlantProLowStock,,effConv,0.85,
91UK,oilPlantProLowStock,,effConv,0.775,
91UK,bioBoilerProMedStock,,effConv,0.8925,
91UK,bioGasEngineProMedStock,,effConv,0.875,
91UK,ccgtGasBackProMedStock,,effConv,0.75,
91UK,coalBoilerProMedStock,,effConv,0.898333333,
91UK,eBoilerProMed,,effConv,0.930833333,
91UK,gasBoilerProMedStock,,effConv,0.930833333,
91UK,gasEngineProMedStock,,effConv,0.875,
91UK,oilBoilerProMedStock,,effConv,0.954166667,
91UK,hardcoalPlantProMedStock,,effConv,0.85,
91UK,oilPlantProMedStock,,effConv,0.846002329,
91UK,districtHeatSpace,,effConv,0.8,
91UK,bioBoilerSpaceStock,,effConv,0.629,
91UK,gasBoilerSpaceStock,,effConv,0.833,
91UK,oilLiquidBoilerSpaceStock,,effConv,0.809,
91UK,resistiveHeatSpaceStock,,effConv,0.919,
91UK,coalBoilerSpaceStock,,effConv,0.609,
92UK,coalBoilerProHighStock,,effConv,1,
92UK,eBoilerProHigh,,effConv,1,
92UK,gasBoilerProHighStock,,effConv,0.98,
92UK,oilBoilerProHighStock,,effConv,0.98,
92UK,bioBoilerProLowStock,,effConv,0.98,
92UK,ccgtGasBackProLowStock,,effConv,0.75,
92UK,coalBoilerProLowStock,,effConv,0.898333333,
92UK,districtHeatPro,,effConv,0.8,
92UK,gasBoilerProLowStock,,effConv,0.98,
92UK,eBoilerProLow,,effConv,0.99,
92UK,gasEngineProLowStock,,effConv,0.875,
92UK,oilBoilerProLowStock,,effConv,0.964166667,
92UK,hardcoalPlantProLowStock,,effConv,0.85,
92UK,oilPlantProLowStock,,effConv,0.775,
92UK,bioBoilerProMedStock,,effConv,0.8925,
92UK,bioGasEngineProMedStock,,effConv,0.875,
92UK,ccgtGasBackProMedStock,,effConv,0.75,
92UK,coalBoilerProMedStock,,effConv,0.898333333,
92UK,eBoilerProMed,,effConv,0.930833333,
92UK,gasBoilerProMedStock,,effConv,0.930833333,
92UK,gasEngineProMedStock,,effConv,0.875,
92UK,oilBoilerProMedStock,,effConv,0.954166667,
92UK,hardcoalPlantProMedStock,,effConv,0.85,
92UK,oilPlantProMedStock,,effConv,0.846002329,
92UK,districtHeatSpace,,effConv,0.8,
92UK,bioBoilerSpaceStock,,effConv,0.629,
92UK,gasBoilerSpaceStock,,effConv,0.833,
92UK,oilLiquidBoilerSpaceStock,,effConv,0.809,
92UK,resistiveHeatSpaceStock,,effConv,0.919,
92UK,coalBoilerSpaceStock,,effConv,0.609,
93UK,coalBoilerProHighStock,,effConv,1,
93UK,eBoilerProHigh,,effConv,1,
93UK,gasBoilerProHighStock,,effConv,0.98,
93UK,oilBoilerProHighStock,,effConv,0.98,
93UK,bioBoilerProLowStock,,effConv,0.98,
93UK,ccgtGasBackProLowStock,,effConv,0.75,
93UK,coalBoilerProLowStock,,effConv,0.898333333,
93UK,districtHeatPro,,effConv,0.8,
93UK,gasBoilerProLowStock,,effConv,0.98,
93UK,eBoilerProLow,,effConv,0.99,
93UK,gasEngineProLowStock,,effConv,0.875,
93UK,oilBoilerProLowStock,,effConv,0.964166667,
93UK,hardcoalPlantProLowStock,,effConv,0.85,
93UK,oilPlantProLowStock,,effConv,0.775,
93UK,bioBoilerProMedStock,,effConv,0.8925,
93UK,bioGasEngineProMedStock,,effConv,0.875,
93UK,ccgtGasBackProMedStock,,effConv,0.75,
93UK,coalBoilerProMedStock,,effConv,0.898333333,
93UK,eBoilerProMed,,effConv,0.930833333,
93UK,gasBoilerProMedStock,,effConv,0.930833333,
93UK,gasEngineProMedStock,,effConv,0.875,
93UK,oilBoilerProMedStock,,effConv,0.954166667,
93UK,hardcoalPlantProMedStock,,effConv,0.85,
93UK,oilPlantProMedStock,,effConv,0.846002329,
93UK,districtHeatSpace,,effConv,0.8,
93UK,bioBoilerSpaceStock,,effConv,0.629,
93UK,gasBoilerSpaceStock,,effConv,0.833,
93UK,oilLiquidBoilerSpaceStock,,effConv,0.809,
93UK,resistiveHeatSpaceStock,,effConv,0.919,
93UK,coalBoilerSpaceStock,,effConv,0.609,
94UK,coalBoilerProHighStock,,effConv,1,
94UK,eBoilerProHigh,,effConv,1,
94UK,gasBoilerProHighStock,,effConv,0.98,
94UK,oilBoilerProHighStock,,effConv,0.98,
94UK,bioBoilerProLowStock,,effConv,0.98,
94UK,ccgtGasBackProLowStock,,effConv,0.75,
94UK,coalBoilerProLowStock,,effConv,0.898333333,
94UK,districtHeatPro,,effConv,0.8,
94UK,gasBoilerProLowStock,,effConv,0.98,
94UK,eBoilerProLow,,effConv,0.99,
94UK,gasEngineProLowStock,,effConv,0.875,
94UK,oilBoilerProLowStock,,effConv,0.964166667,
94UK,hardcoalPlantProLowStock,,effConv,0.85,
94UK,oilPlantProLowStock,,effConv,0.775,
94UK,bioBoilerProMedStock,,effConv,0.8925,
94UK,bioGasEngineProMedStock,,effConv,0.875,
94UK,ccgtGasBackProMedStock,,effConv,0.75,
94UK,coalBoilerProMedStock,,effConv,0.898333333,
94UK,eBoilerProMed,,effConv,0.930833333,
94UK,gasBoilerProMedStock,,effConv,0.930833333,
94UK,gasEngineProMedStock,,effConv,0.875,
94UK,oilBoilerProMedStock,,effConv,0.954166667,
94UK,hardcoalPlantProMedStock,,effConv,0.85,
94UK,oilPlantProMedStock,,effConv,0.846002329,
94UK,districtHeatSpace,,effConv,0.8,
94UK,bioBoilerSpaceStock,,effConv,0.629,
94UK,gasBoilerSpaceStock,,effConv,0.833,
94UK,oilLiquidBoilerSpaceStock,,effConv,0.809,
94UK,resistiveHeatSpaceStock,,effConv,0.919,
94UK,coalBoilerSpaceStock,,effConv,0.609,
95UK,coalBoilerProHighStock,,effConv,1,
95UK,eBoilerProHigh,,effConv,1,
95UK,gasBoilerProHighStock,,effConv,0.98,
95UK,oilBoilerProHighStock,,effConv,0.98,
95UK,bioBoilerProLowStock,,effConv,0.98,
95UK,ccgtGasBackProLowStock,,effConv,0.75,
95UK,coalBoilerProLowStock,,effConv,0.898333333,
95UK,districtHeatPro,,effConv,0.8,
95UK,gasBoilerProLowStock,,effConv,0.98,
95UK,eBoilerProLow,,effConv,0.99,
95UK,gasEngineProLowStock,,effConv,0.875,
95UK,oilBoilerProLowStock,,effConv,0.964166667,
95UK,hardcoalPlantProLowStock,,effConv,0.85,
95UK,oilPlantProLowStock,,effConv,0.775,
95UK,bioBoilerProMedStock,,effConv,0.8925,
95UK,bioGasEngineProMedStock,,effConv,0.875,
95UK,ccgtGasBackProMedStock,,effConv,0.75,
95UK,coalBoilerProMedStock,,effConv,0.898333333,
95UK,eBoilerProMed,,effConv,0.930833333,
95UK,gasBoilerProMedStock,,effConv,0.930833333,
95UK,gasEngineProMedStock,,effConv,0.875,
95UK,oilBoilerProMedStock,,effConv,0.954166667,
95UK,hardcoalPlantProMedStock,,effConv,0.85,
95UK,oilPlantProMedStock,,effConv,0.846002329,
95UK,districtHeatSpace,,effConv,0.8,
95UK,bioBoilerSpaceStock,,effConv,0.629,
95UK,gasBoilerSpaceStock,,effConv,0.833,
95UK,oilLiquidBoilerSpaceStock,,effConv,0.809,
95UK,resistiveHeatSpaceStock,,effConv,0.919,
95UK,coalBoilerSpaceStock,,effConv,0.609,
96IE,coalBoilerProHighStock,,effConv,0.921630068,
96IE,gasBoilerProHighStock,,effConv,0.7,
96IE,oilBoilerProHighStock,,effConv,0.98,
96IE,bioBoilerProLowStock,,effConv,0.7,
96IE,coalBoilerProLowStock,,effConv,0.827931011,
96IE,gasBoilerProLowStock,,effConv,0.7,
96IE,eBoilerProLow,,effConv,0.99,
96IE,gasEngineProLowStock,,effConv,0.875,
96IE,oilBoilerProLowStock,,effConv,0.964166667,
96IE,hardcoalPlantProLowStock,,effConv,0.85,
96IE,oilPlantProLowStock,,effConv,0.775,
96IE,bioBoilerProMedStock,,effConv,0.98,
96IE,bioGasEngineProMedStock,,effConv,0.875,
96IE,coalBoilerProMedStock,,effConv,0.827931011,
96IE,eBoilerProMed,,effConv,0.930833333,
96IE,gasBoilerProMedStock,,effConv,0.7,
96IE,gasEngineProMedStock,,effConv,0.875,
96IE,oilBoilerProMedStock,,effConv,0.954166667,
96IE,hardcoalPlantProMedStock,,effConv,0.85,
96IE,oilPlantProMedStock,,effConv,0.846002329,
96IE,districtHeatSpace,,effConv,0.8,
96IE,bioBoilerSpaceStock,,effConv,0.952966179,
96IE,gasBoilerSpaceStock,,effConv,0.908545596,
96IE,oilLiquidBoilerSpaceStock,,effConv,0.72,
96IE,resistiveHeatSpaceStock,,effConv,0.906,
96IE,coalBoilerSpaceStock,,effConv,0.98,
98IT,coalBoilerProHighStock,,effConv,1,
98IT,eBoilerProHigh,,effConv,1,
98IT,gasBoilerProHighStock,,effConv,0.7,
98IT,oilBoilerProHighStock,,effConv,0.98,
98IT,bioBoilerProLowStock,,effConv,0.7,
98IT,ccgtGasBackProLowStock,,effConv,0.75,
98IT,districtHeatPro,,effConv,0.8,
98IT,gasBoilerProLowStock,,effConv,0.705788343,
98IT,eBoilerProLow,,effConv,0.99,
98IT,gasEngineProLowStock,,effConv,0.875,
98IT,oilBoilerProLowStock,,effConv,0.964166667,
98IT,bioBoilerProMedStock,,effConv,0.98,
98IT,bioGasEngineProMedStock,,effConv,0.875,
98IT,ccgtGasBackProMedStock,,effConv,0.75,
98IT,coalBoilerProMedStock,,effConv,0.898333333,
98IT,eBoilerProMed,,effConv,0.930833333,
98IT,gasBoilerProMedStock,,effConv,0.7,
98IT,gasEngineProMedStock,,effConv,0.875,
98IT,oilBoilerProMedStock,,effConv,0.954166667,
98IT,hardcoalPlantProMedStock,,effConv,0.85,
98IT,oilPlantProMedStock,,effConv,0.846002329,
98IT,districtHeatSpace,,effConv,0.8,
98IT,bioBoilerSpaceStock,,effConv,0.565062391,
98IT,gasBoilerSpaceStock,,effConv,0.775846626,
98IT,oilLiquidBoilerSpaceStock,,effConv,0.72,
98IT,resistiveHeatSpaceStock,,effConv,0.895,
99FR,coalBoilerProHighStock,,effConv,0.7,
99FR,gasBoilerProHighStock,,effConv,0.7,
99FR,ccgtGasBackProLowStock,,effConv,0.99,
99FR,gasBoilerProLowStock,,effConv,0.7,
99FR,gasEngineProLowStock,,effConv,1.045,
99FR,oilBoilerProLowStock,,effConv,0.964166667,
99FR,ccgtGasBackProMedStock,,effConv,0.99,
99FR,gasBoilerProMedStock,,effConv,0.7,
99FR,oilBoilerProMedStock,,effConv,0.954166667,
99FR,districtHeatSpace,,effConv,0.8,
99FR,bioBoilerSpaceStock,,effConv,0.622687077,
99FR,gasBoilerSpaceStock,,effConv,0.957726617,
99FR,oilLiquidBoilerSpaceStock,,effConv,0.72,
99FR,resistiveHeatSpaceStock,,effConv,0.94,
01ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
01ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
01ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
01ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
01ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
01ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
01ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
01ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
01ES,solarThermalSpace,electricity,ratioConvOutFix,1,
02ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
02ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
02ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
02ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
02ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
02ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
02ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
02ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
02ES,solarThermalSpace,electricity,ratioConvOutFix,1,
03ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
03ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
03ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
03ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
03ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
03ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
03ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
03ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
03ES,solarThermalSpace,electricity,ratioConvOutFix,1,
