timestep_3,timestep_5,region_4,carrier_1,parameter,value
d002,h0039,56IT,frtRoadLight,mustOut,0.536041947
d002,h0040,56IT,frtRoadLight,mustOut,0.480414392
d002,h0041,56IT,frtRoadLight,mustOut,0.42145861
d002,h0042,56IT,frtRoadLight,mustOut,0.373521064
d002,h0043,56IT,frtRoadLight,mustOut,0.348341273
d002,h0044,56IT,frtRoadLight,mustOut,0.361789686
d002,h0045,56IT,frtRoadLight,mustOut,0.395593369
d002,h0046,56IT,frtRoadLight,mustOut,0.520435225
d002,h0047,56IT,frtRoadLight,mustOut,0.621715715
d002,h0048,56IT,frtRoadLight,mustOut,0.694349921
d003,h0049,56IT,frtRoadLight,mustOut,0.643805968
d003,h0050,56IT,frtRoadLight,mustOut,0.603185288
d003,h0051,56IT,frtRoadLight,mustOut,0.545948852
d003,h0052,56IT,frtRoadLight,mustOut,0.530683866
d003,h0053,56IT,frtRoadLight,mustOut,0.495705671
d003,h0054,56IT,frtRoadLight,mustOut,0.516862377
d003,h0055,56IT,frtRoadLight,mustOut,0.55904069
d003,h0056,56IT,frtRoadLight,mustOut,0.668383488
d003,h0057,56IT,frtRoadLight,mustOut,0.726454223
d003,h0058,56IT,frtRoadLight,mustOut,0.78160127
d003,h0059,56IT,frtRoadLight,mustOut,0.76160179
d003,h0060,56IT,frtRoadLight,mustOut,0.750778574
d003,h0061,56IT,frtRoadLight,mustOut,0.698088608
d003,h0062,56IT,frtRoadLight,mustOut,0.63927654
d003,h0063,56IT,frtRoadLight,mustOut,0.536456497
d003,h0064,56IT,frtRoadLight,mustOut,0.444256146
d003,h0065,56IT,frtRoadLight,mustOut,0.330503697
d003,h0066,56IT,frtRoadLight,mustOut,0.311020835
d003,h0067,56IT,frtRoadLight,mustOut,0.313098296
d003,h0068,56IT,frtRoadLight,mustOut,0.375921787
d003,h0069,56IT,frtRoadLight,mustOut,0.45533216
d003,h0070,56IT,frtRoadLight,mustOut,0.479683969
d003,h0071,56IT,frtRoadLight,mustOut,0.506127793
d003,h0072,56IT,frtRoadLight,mustOut,0.403019584
d004,h0073,56IT,frtRoadLight,mustOut,0.409792211
d004,h0074,56IT,frtRoadLight,mustOut,0.403616529
d004,h0075,56IT,frtRoadLight,mustOut,0.506266605
d004,h0076,56IT,frtRoadLight,mustOut,0.531634747
d004,h0077,56IT,frtRoadLight,mustOut,0.557768324
d004,h0078,56IT,frtRoadLight,mustOut,0.535455822
d004,h0079,56IT,frtRoadLight,mustOut,0.522912167
d004,h0080,56IT,frtRoadLight,mustOut,0.489946461
d004,h0081,56IT,frtRoadLight,mustOut,0.473934009
d004,h0082,56IT,frtRoadLight,mustOut,0.485453267
d004,h0083,56IT,frtRoadLight,mustOut,0.473113189
d004,h0084,56IT,frtRoadLight,mustOut,0.396229257
d004,h0085,56IT,frtRoadLight,mustOut,0.408767093
d004,h0086,56IT,frtRoadLight,mustOut,0.466272672
d004,h0087,56IT,frtRoadLight,mustOut,0.592055462
d004,h0088,56IT,frtRoadLight,mustOut,0.616954755
d004,h0089,56IT,frtRoadLight,mustOut,0.622491148
d004,h0090,56IT,frtRoadLight,mustOut,0.606947392
d004,h0091,56IT,frtRoadLight,mustOut,0.567512919
d004,h0092,56IT,frtRoadLight,mustOut,0.502353366
d004,h0093,56IT,frtRoadLight,mustOut,0.481686879
d004,h0094,56IT,frtRoadLight,mustOut,0.402530647
d004,h0095,56IT,frtRoadLight,mustOut,0.309605069
d004,h0096,56IT,frtRoadLight,mustOut,0.131282733
d001,h0001,57SI,frtRoadLight,mustOut,0.48281444
d001,h0002,57SI,frtRoadLight,mustOut,0.484989957
d001,h0003,57SI,frtRoadLight,mustOut,0.544048523
d001,h0004,57SI,frtRoadLight,mustOut,0.638230518
d001,h0005,57SI,frtRoadLight,mustOut,0.740448003
d001,h0006,57SI,frtRoadLight,mustOut,0.775615198
d001,h0007,57SI,frtRoadLight,mustOut,0.783966569
d001,h0008,57SI,frtRoadLight,mustOut,0.762330967
d001,h0009,57SI,frtRoadLight,mustOut,0.707522981
d001,h0010,57SI,frtRoadLight,mustOut,0.640498851
d001,h0011,57SI,frtRoadLight,mustOut,0.621929829
d001,h0012,57SI,frtRoadLight,mustOut,0.602724309
d001,h0013,57SI,frtRoadLight,mustOut,0.589629555
d001,h0014,57SI,frtRoadLight,mustOut,0.526125111
d001,h0015,57SI,frtRoadLight,mustOut,0.498187781
d001,h0016,57SI,frtRoadLight,mustOut,0.379359486
d001,h0017,57SI,frtRoadLight,mustOut,0.235881494
d001,h0018,57SI,frtRoadLight,mustOut,0.115461366
d001,h0019,57SI,frtRoadLight,mustOut,0.219583899
d001,h0020,57SI,frtRoadLight,mustOut,0.350655974
d001,h0021,57SI,frtRoadLight,mustOut,0.477788696
d001,h0022,57SI,frtRoadLight,mustOut,0.56542536
d001,h0023,57SI,frtRoadLight,mustOut,0.624870587
d001,h0024,57SI,frtRoadLight,mustOut,0.623023482
d002,h0025,57SI,frtRoadLight,mustOut,0.643943843
d002,h0026,57SI,frtRoadLight,mustOut,0.689580472
d002,h0027,57SI,frtRoadLight,mustOut,0.747599285
d002,h0028,57SI,frtRoadLight,mustOut,0.770006915
d002,h0029,57SI,frtRoadLight,mustOut,0.750848128
d002,h0030,57SI,frtRoadLight,mustOut,0.70870318
d002,h0031,57SI,frtRoadLight,mustOut,0.683885837
d002,h0032,57SI,frtRoadLight,mustOut,0.706719776
d002,h0033,57SI,frtRoadLight,mustOut,0.693775663
d002,h0034,57SI,frtRoadLight,mustOut,0.667251852
d002,h0035,57SI,frtRoadLight,mustOut,0.609233374
d002,h0036,57SI,frtRoadLight,mustOut,0.612357931
d002,h0037,57SI,frtRoadLight,mustOut,0.609099558
d002,h0038,57SI,frtRoadLight,mustOut,0.582847987
d002,h0039,57SI,frtRoadLight,mustOut,0.536041947
d002,h0040,57SI,frtRoadLight,mustOut,0.480414392
d002,h0041,57SI,frtRoadLight,mustOut,0.42145861
d002,h0042,57SI,frtRoadLight,mustOut,0.373521064
d002,h0043,57SI,frtRoadLight,mustOut,0.348341273
d002,h0044,57SI,frtRoadLight,mustOut,0.361789686
d002,h0045,57SI,frtRoadLight,mustOut,0.395593369
d002,h0046,57SI,frtRoadLight,mustOut,0.520435225
d002,h0047,57SI,frtRoadLight,mustOut,0.621715715
d002,h0048,57SI,frtRoadLight,mustOut,0.694349921
d003,h0049,57SI,frtRoadLight,mustOut,0.643805968
d003,h0050,57SI,frtRoadLight,mustOut,0.603185288
d003,h0051,57SI,frtRoadLight,mustOut,0.545948852
d003,h0052,57SI,frtRoadLight,mustOut,0.530683866
d003,h0053,57SI,frtRoadLight,mustOut,0.495705671
d003,h0054,57SI,frtRoadLight,mustOut,0.516862377
d003,h0055,57SI,frtRoadLight,mustOut,0.55904069
d003,h0056,57SI,frtRoadLight,mustOut,0.668383488
d003,h0057,57SI,frtRoadLight,mustOut,0.726454223
d003,h0058,57SI,frtRoadLight,mustOut,0.78160127
d003,h0059,57SI,frtRoadLight,mustOut,0.76160179
d003,h0060,57SI,frtRoadLight,mustOut,0.750778574
d003,h0061,57SI,frtRoadLight,mustOut,0.698088608
d003,h0062,57SI,frtRoadLight,mustOut,0.63927654
d003,h0063,57SI,frtRoadLight,mustOut,0.536456497
d003,h0064,57SI,frtRoadLight,mustOut,0.444256146
d003,h0065,57SI,frtRoadLight,mustOut,0.330503697
d003,h0066,57SI,frtRoadLight,mustOut,0.311020835
d003,h0067,57SI,frtRoadLight,mustOut,0.313098296
d003,h0068,57SI,frtRoadLight,mustOut,0.375921787
d003,h0069,57SI,frtRoadLight,mustOut,0.45533216
d003,h0070,57SI,frtRoadLight,mustOut,0.479683969
d003,h0071,57SI,frtRoadLight,mustOut,0.506127793
d003,h0072,57SI,frtRoadLight,mustOut,0.403019584
d004,h0073,57SI,frtRoadLight,mustOut,0.409792211
d004,h0074,57SI,frtRoadLight,mustOut,0.403616529
d004,h0075,57SI,frtRoadLight,mustOut,0.506266605
d004,h0076,57SI,frtRoadLight,mustOut,0.531634747
d004,h0077,57SI,frtRoadLight,mustOut,0.557768324
d004,h0078,57SI,frtRoadLight,mustOut,0.535455822
d004,h0079,57SI,frtRoadLight,mustOut,0.522912167
d004,h0080,57SI,frtRoadLight,mustOut,0.489946461
d004,h0081,57SI,frtRoadLight,mustOut,0.473934009
d004,h0082,57SI,frtRoadLight,mustOut,0.485453267
d004,h0083,57SI,frtRoadLight,mustOut,0.473113189
d004,h0084,57SI,frtRoadLight,mustOut,0.396229257
d004,h0085,57SI,frtRoadLight,mustOut,0.408767093
d004,h0086,57SI,frtRoadLight,mustOut,0.466272672
d004,h0087,57SI,frtRoadLight,mustOut,0.592055462
d004,h0088,57SI,frtRoadLight,mustOut,0.616954755
d004,h0089,57SI,frtRoadLight,mustOut,0.622491148
d004,h0090,57SI,frtRoadLight,mustOut,0.606947392
d004,h0091,57SI,frtRoadLight,mustOut,0.567512919
d004,h0092,57SI,frtRoadLight,mustOut,0.502353366
d004,h0093,57SI,frtRoadLight,mustOut,0.481686879
d004,h0094,57SI,frtRoadLight,mustOut,0.402530647
d004,h0095,57SI,frtRoadLight,mustOut,0.309605069
d004,h0096,57SI,frtRoadLight,mustOut,0.131282733
d001,h0001,58HU,frtRoadLight,mustOut,0.48281444
d001,h0002,58HU,frtRoadLight,mustOut,0.484989957
d001,h0003,58HU,frtRoadLight,mustOut,0.544048523
d001,h0004,58HU,frtRoadLight,mustOut,0.638230518
d001,h0005,58HU,frtRoadLight,mustOut,0.740448003
d001,h0006,58HU,frtRoadLight,mustOut,0.775615198
d001,h0007,58HU,frtRoadLight,mustOut,0.783966569
d001,h0008,58HU,frtRoadLight,mustOut,0.762330967
d001,h0009,58HU,frtRoadLight,mustOut,0.707522981
d001,h0010,58HU,frtRoadLight,mustOut,0.640498851
d001,h0011,58HU,frtRoadLight,mustOut,0.621929829
d001,h0012,58HU,frtRoadLight,mustOut,0.602724309
d001,h0013,58HU,frtRoadLight,mustOut,0.589629555
d001,h0014,58HU,frtRoadLight,mustOut,0.526125111
d001,h0015,58HU,frtRoadLight,mustOut,0.498187781
d001,h0016,58HU,frtRoadLight,mustOut,0.379359486
d001,h0017,58HU,frtRoadLight,mustOut,0.235881494
d001,h0018,58HU,frtRoadLight,mustOut,0.115461366
d001,h0019,58HU,frtRoadLight,mustOut,0.219583899
d001,h0020,58HU,frtRoadLight,mustOut,0.350655974
d001,h0021,58HU,frtRoadLight,mustOut,0.477788696
d001,h0022,58HU,frtRoadLight,mustOut,0.56542536
d001,h0023,58HU,frtRoadLight,mustOut,0.624870587
d001,h0024,58HU,frtRoadLight,mustOut,0.623023482
d002,h0025,58HU,frtRoadLight,mustOut,0.643943843
d002,h0026,58HU,frtRoadLight,mustOut,0.689580472
d002,h0027,58HU,frtRoadLight,mustOut,0.747599285
d002,h0028,58HU,frtRoadLight,mustOut,0.770006915
d002,h0029,58HU,frtRoadLight,mustOut,0.750848128
d002,h0030,58HU,frtRoadLight,mustOut,0.70870318
d002,h0031,58HU,frtRoadLight,mustOut,0.683885837
d002,h0032,58HU,frtRoadLight,mustOut,0.706719776
d002,h0033,58HU,frtRoadLight,mustOut,0.693775663
d002,h0034,58HU,frtRoadLight,mustOut,0.667251852
d002,h0035,58HU,frtRoadLight,mustOut,0.609233374
d002,h0036,58HU,frtRoadLight,mustOut,0.612357931
d002,h0037,58HU,frtRoadLight,mustOut,0.609099558
d002,h0038,58HU,frtRoadLight,mustOut,0.582847987
d002,h0039,58HU,frtRoadLight,mustOut,0.536041947
d002,h0040,58HU,frtRoadLight,mustOut,0.480414392
d002,h0041,58HU,frtRoadLight,mustOut,0.42145861
d002,h0042,58HU,frtRoadLight,mustOut,0.373521064
d002,h0043,58HU,frtRoadLight,mustOut,0.348341273
d002,h0044,58HU,frtRoadLight,mustOut,0.361789686
d002,h0045,58HU,frtRoadLight,mustOut,0.395593369
d002,h0046,58HU,frtRoadLight,mustOut,0.520435225
d002,h0047,58HU,frtRoadLight,mustOut,0.621715715
d002,h0048,58HU,frtRoadLight,mustOut,0.694349921
d003,h0049,58HU,frtRoadLight,mustOut,0.643805968
d003,h0050,58HU,frtRoadLight,mustOut,0.603185288
d003,h0051,58HU,frtRoadLight,mustOut,0.545948852
d003,h0052,58HU,frtRoadLight,mustOut,0.530683866
d003,h0053,58HU,frtRoadLight,mustOut,0.495705671
d003,h0054,58HU,frtRoadLight,mustOut,0.516862377
d003,h0055,58HU,frtRoadLight,mustOut,0.55904069
d003,h0056,58HU,frtRoadLight,mustOut,0.668383488
d003,h0057,58HU,frtRoadLight,mustOut,0.726454223
d003,h0058,58HU,frtRoadLight,mustOut,0.78160127
d003,h0059,58HU,frtRoadLight,mustOut,0.76160179
d003,h0060,58HU,frtRoadLight,mustOut,0.750778574
d003,h0061,58HU,frtRoadLight,mustOut,0.698088608
d003,h0062,58HU,frtRoadLight,mustOut,0.63927654
d003,h0063,58HU,frtRoadLight,mustOut,0.536456497
d003,h0064,58HU,frtRoadLight,mustOut,0.444256146
d003,h0065,58HU,frtRoadLight,mustOut,0.330503697
d003,h0066,58HU,frtRoadLight,mustOut,0.311020835
d003,h0067,58HU,frtRoadLight,mustOut,0.313098296
d003,h0068,58HU,frtRoadLight,mustOut,0.375921787
d003,h0069,58HU,frtRoadLight,mustOut,0.45533216
d003,h0070,58HU,frtRoadLight,mustOut,0.479683969
d003,h0071,58HU,frtRoadLight,mustOut,0.506127793
d003,h0072,58HU,frtRoadLight,mustOut,0.403019584
d004,h0073,58HU,frtRoadLight,mustOut,0.409792211
d004,h0074,58HU,frtRoadLight,mustOut,0.403616529
d004,h0075,58HU,frtRoadLight,mustOut,0.506266605
d004,h0076,58HU,frtRoadLight,mustOut,0.531634747
d004,h0077,58HU,frtRoadLight,mustOut,0.557768324
d004,h0078,58HU,frtRoadLight,mustOut,0.535455822
d004,h0079,58HU,frtRoadLight,mustOut,0.522912167
d004,h0080,58HU,frtRoadLight,mustOut,0.489946461
d004,h0081,58HU,frtRoadLight,mustOut,0.473934009
d004,h0082,58HU,frtRoadLight,mustOut,0.485453267
d004,h0083,58HU,frtRoadLight,mustOut,0.473113189
d004,h0084,58HU,frtRoadLight,mustOut,0.396229257
d004,h0085,58HU,frtRoadLight,mustOut,0.408767093
d004,h0086,58HU,frtRoadLight,mustOut,0.466272672
d004,h0087,58HU,frtRoadLight,mustOut,0.592055462
d004,h0088,58HU,frtRoadLight,mustOut,0.616954755
d004,h0089,58HU,frtRoadLight,mustOut,0.622491148
d004,h0090,58HU,frtRoadLight,mustOut,0.606947392
d004,h0091,58HU,frtRoadLight,mustOut,0.567512919
d004,h0092,58HU,frtRoadLight,mustOut,0.502353366
d004,h0093,58HU,frtRoadLight,mustOut,0.481686879
d004,h0094,58HU,frtRoadLight,mustOut,0.402530647
d004,h0095,58HU,frtRoadLight,mustOut,0.309605069
d004,h0096,58HU,frtRoadLight,mustOut,0.131282733
d001,h0001,59RO,frtRoadLight,mustOut,0.48281444
d001,h0002,59RO,frtRoadLight,mustOut,0.484989957
d001,h0003,59RO,frtRoadLight,mustOut,0.544048523
d001,h0004,59RO,frtRoadLight,mustOut,0.638230518
d001,h0005,59RO,frtRoadLight,mustOut,0.740448003
d001,h0006,59RO,frtRoadLight,mustOut,0.775615198
d001,h0007,59RO,frtRoadLight,mustOut,0.783966569
d001,h0008,59RO,frtRoadLight,mustOut,0.762330967
d001,h0009,59RO,frtRoadLight,mustOut,0.707522981
d001,h0010,59RO,frtRoadLight,mustOut,0.640498851
d001,h0011,59RO,frtRoadLight,mustOut,0.621929829
d001,h0012,59RO,frtRoadLight,mustOut,0.602724309
d001,h0013,59RO,frtRoadLight,mustOut,0.589629555
d001,h0014,59RO,frtRoadLight,mustOut,0.526125111
d001,h0015,59RO,frtRoadLight,mustOut,0.498187781
d001,h0016,59RO,frtRoadLight,mustOut,0.379359486
d001,h0017,59RO,frtRoadLight,mustOut,0.235881494
d001,h0018,59RO,frtRoadLight,mustOut,0.115461366
d001,h0019,59RO,frtRoadLight,mustOut,0.219583899
d001,h0020,59RO,frtRoadLight,mustOut,0.350655974
d001,h0021,59RO,frtRoadLight,mustOut,0.477788696
d001,h0022,59RO,frtRoadLight,mustOut,0.56542536
d001,h0023,59RO,frtRoadLight,mustOut,0.624870587
d001,h0024,59RO,frtRoadLight,mustOut,0.623023482
d002,h0025,59RO,frtRoadLight,mustOut,0.643943843
d002,h0026,59RO,frtRoadLight,mustOut,0.689580472
d002,h0027,59RO,frtRoadLight,mustOut,0.747599285
d002,h0028,59RO,frtRoadLight,mustOut,0.770006915
d002,h0029,59RO,frtRoadLight,mustOut,0.750848128
d002,h0030,59RO,frtRoadLight,mustOut,0.70870318
d002,h0031,59RO,frtRoadLight,mustOut,0.683885837
d002,h0032,59RO,frtRoadLight,mustOut,0.706719776
d002,h0033,59RO,frtRoadLight,mustOut,0.693775663
d002,h0034,59RO,frtRoadLight,mustOut,0.667251852
d002,h0035,59RO,frtRoadLight,mustOut,0.609233374
d002,h0036,59RO,frtRoadLight,mustOut,0.612357931
d002,h0037,59RO,frtRoadLight,mustOut,0.609099558
d002,h0038,59RO,frtRoadLight,mustOut,0.582847987
d002,h0039,59RO,frtRoadLight,mustOut,0.536041947
d002,h0040,59RO,frtRoadLight,mustOut,0.480414392
d002,h0041,59RO,frtRoadLight,mustOut,0.42145861
d002,h0042,59RO,frtRoadLight,mustOut,0.373521064
d002,h0043,59RO,frtRoadLight,mustOut,0.348341273
d002,h0044,59RO,frtRoadLight,mustOut,0.361789686
d002,h0045,59RO,frtRoadLight,mustOut,0.395593369
d002,h0046,59RO,frtRoadLight,mustOut,0.520435225
d002,h0047,59RO,frtRoadLight,mustOut,0.621715715
d002,h0048,59RO,frtRoadLight,mustOut,0.694349921
d003,h0049,59RO,frtRoadLight,mustOut,0.643805968
d003,h0050,59RO,frtRoadLight,mustOut,0.603185288
d003,h0051,59RO,frtRoadLight,mustOut,0.545948852
d003,h0052,59RO,frtRoadLight,mustOut,0.530683866
d003,h0053,59RO,frtRoadLight,mustOut,0.495705671
d003,h0054,59RO,frtRoadLight,mustOut,0.516862377
d003,h0055,59RO,frtRoadLight,mustOut,0.55904069
d003,h0056,59RO,frtRoadLight,mustOut,0.668383488
d003,h0057,59RO,frtRoadLight,mustOut,0.726454223
d003,h0058,59RO,frtRoadLight,mustOut,0.78160127
d003,h0059,59RO,frtRoadLight,mustOut,0.76160179
d003,h0060,59RO,frtRoadLight,mustOut,0.750778574
d003,h0061,59RO,frtRoadLight,mustOut,0.698088608
d003,h0062,59RO,frtRoadLight,mustOut,0.63927654
d003,h0063,59RO,frtRoadLight,mustOut,0.536456497
d003,h0064,59RO,frtRoadLight,mustOut,0.444256146
d003,h0065,59RO,frtRoadLight,mustOut,0.330503697
d003,h0066,59RO,frtRoadLight,mustOut,0.311020835
d003,h0067,59RO,frtRoadLight,mustOut,0.313098296
d003,h0068,59RO,frtRoadLight,mustOut,0.375921787
d003,h0069,59RO,frtRoadLight,mustOut,0.45533216
d003,h0070,59RO,frtRoadLight,mustOut,0.479683969
d003,h0071,59RO,frtRoadLight,mustOut,0.506127793
d003,h0072,59RO,frtRoadLight,mustOut,0.403019584
d004,h0073,59RO,frtRoadLight,mustOut,0.409792211
d004,h0074,59RO,frtRoadLight,mustOut,0.403616529
d004,h0075,59RO,frtRoadLight,mustOut,0.506266605
d004,h0076,59RO,frtRoadLight,mustOut,0.531634747
d004,h0077,59RO,frtRoadLight,mustOut,0.557768324
d004,h0078,59RO,frtRoadLight,mustOut,0.535455822
d004,h0079,59RO,frtRoadLight,mustOut,0.522912167
d004,h0080,59RO,frtRoadLight,mustOut,0.489946461
d004,h0081,59RO,frtRoadLight,mustOut,0.473934009
d004,h0082,59RO,frtRoadLight,mustOut,0.485453267
d004,h0083,59RO,frtRoadLight,mustOut,0.473113189
d004,h0084,59RO,frtRoadLight,mustOut,0.396229257
d004,h0085,59RO,frtRoadLight,mustOut,0.408767093
d004,h0086,59RO,frtRoadLight,mustOut,0.466272672
d004,h0087,59RO,frtRoadLight,mustOut,0.592055462
d004,h0088,59RO,frtRoadLight,mustOut,0.616954755
d004,h0089,59RO,frtRoadLight,mustOut,0.622491148
d004,h0090,59RO,frtRoadLight,mustOut,0.606947392
d004,h0091,59RO,frtRoadLight,mustOut,0.567512919
d004,h0092,59RO,frtRoadLight,mustOut,0.502353366
d004,h0093,59RO,frtRoadLight,mustOut,0.481686879
d004,h0094,59RO,frtRoadLight,mustOut,0.402530647
d004,h0095,59RO,frtRoadLight,mustOut,0.309605069
d004,h0096,59RO,frtRoadLight,mustOut,0.131282733
d001,h0001,60RO,frtRoadLight,mustOut,0.48281444
d001,h0002,60RO,frtRoadLight,mustOut,0.484989957
d001,h0003,60RO,frtRoadLight,mustOut,0.544048523
d001,h0004,60RO,frtRoadLight,mustOut,0.638230518
d001,h0005,60RO,frtRoadLight,mustOut,0.740448003
d001,h0006,60RO,frtRoadLight,mustOut,0.775615198
d001,h0007,60RO,frtRoadLight,mustOut,0.783966569
d001,h0008,60RO,frtRoadLight,mustOut,0.762330967
d001,h0009,60RO,frtRoadLight,mustOut,0.707522981
d001,h0010,60RO,frtRoadLight,mustOut,0.640498851
d001,h0011,60RO,frtRoadLight,mustOut,0.621929829
d001,h0012,60RO,frtRoadLight,mustOut,0.602724309
d001,h0013,60RO,frtRoadLight,mustOut,0.589629555
d001,h0014,60RO,frtRoadLight,mustOut,0.526125111
d001,h0015,60RO,frtRoadLight,mustOut,0.498187781
d001,h0016,60RO,frtRoadLight,mustOut,0.379359486
d001,h0017,60RO,frtRoadLight,mustOut,0.235881494
d001,h0018,60RO,frtRoadLight,mustOut,0.115461366
d001,h0019,60RO,frtRoadLight,mustOut,0.219583899
d001,h0020,60RO,frtRoadLight,mustOut,0.350655974
d001,h0021,60RO,frtRoadLight,mustOut,0.477788696
d001,h0022,60RO,frtRoadLight,mustOut,0.56542536
d001,h0023,60RO,frtRoadLight,mustOut,0.624870587
d001,h0024,60RO,frtRoadLight,mustOut,0.623023482
d002,h0025,60RO,frtRoadLight,mustOut,0.643943843
d002,h0026,60RO,frtRoadLight,mustOut,0.689580472
d002,h0027,60RO,frtRoadLight,mustOut,0.747599285
d002,h0028,60RO,frtRoadLight,mustOut,0.770006915
d002,h0029,60RO,frtRoadLight,mustOut,0.750848128
d002,h0030,60RO,frtRoadLight,mustOut,0.70870318
d002,h0031,60RO,frtRoadLight,mustOut,0.683885837
d002,h0032,60RO,frtRoadLight,mustOut,0.706719776
d002,h0033,60RO,frtRoadLight,mustOut,0.693775663
d002,h0034,60RO,frtRoadLight,mustOut,0.667251852
d002,h0035,60RO,frtRoadLight,mustOut,0.609233374
d002,h0036,60RO,frtRoadLight,mustOut,0.612357931
d002,h0037,60RO,frtRoadLight,mustOut,0.609099558
d002,h0038,60RO,frtRoadLight,mustOut,0.582847987
d002,h0039,60RO,frtRoadLight,mustOut,0.536041947
d002,h0040,60RO,frtRoadLight,mustOut,0.480414392
d002,h0041,60RO,frtRoadLight,mustOut,0.42145861
d002,h0042,60RO,frtRoadLight,mustOut,0.373521064
d002,h0043,60RO,frtRoadLight,mustOut,0.348341273
d002,h0044,60RO,frtRoadLight,mustOut,0.361789686
d002,h0045,60RO,frtRoadLight,mustOut,0.395593369
d002,h0046,60RO,frtRoadLight,mustOut,0.520435225
d002,h0047,60RO,frtRoadLight,mustOut,0.621715715
d002,h0048,60RO,frtRoadLight,mustOut,0.694349921
d003,h0049,60RO,frtRoadLight,mustOut,0.643805968
d003,h0050,60RO,frtRoadLight,mustOut,0.603185288
d003,h0051,60RO,frtRoadLight,mustOut,0.545948852
d003,h0052,60RO,frtRoadLight,mustOut,0.530683866
d003,h0053,60RO,frtRoadLight,mustOut,0.495705671
d003,h0054,60RO,frtRoadLight,mustOut,0.516862377
d003,h0055,60RO,frtRoadLight,mustOut,0.55904069
d003,h0056,60RO,frtRoadLight,mustOut,0.668383488
d003,h0057,60RO,frtRoadLight,mustOut,0.726454223
d003,h0058,60RO,frtRoadLight,mustOut,0.78160127
d003,h0059,60RO,frtRoadLight,mustOut,0.76160179
d003,h0060,60RO,frtRoadLight,mustOut,0.750778574
d003,h0061,60RO,frtRoadLight,mustOut,0.698088608
d003,h0062,60RO,frtRoadLight,mustOut,0.63927654
d003,h0063,60RO,frtRoadLight,mustOut,0.536456497
d003,h0064,60RO,frtRoadLight,mustOut,0.444256146
d003,h0065,60RO,frtRoadLight,mustOut,0.330503697
d003,h0066,60RO,frtRoadLight,mustOut,0.311020835
d003,h0067,60RO,frtRoadLight,mustOut,0.313098296
d003,h0068,60RO,frtRoadLight,mustOut,0.375921787
d003,h0069,60RO,frtRoadLight,mustOut,0.45533216
d003,h0070,60RO,frtRoadLight,mustOut,0.479683969
d003,h0071,60RO,frtRoadLight,mustOut,0.506127793
d003,h0072,60RO,frtRoadLight,mustOut,0.403019584
d004,h0073,60RO,frtRoadLight,mustOut,0.409792211
d004,h0074,60RO,frtRoadLight,mustOut,0.403616529
d004,h0075,60RO,frtRoadLight,mustOut,0.506266605
d004,h0076,60RO,frtRoadLight,mustOut,0.531634747
d004,h0077,60RO,frtRoadLight,mustOut,0.557768324
d004,h0078,60RO,frtRoadLight,mustOut,0.535455822
d004,h0079,60RO,frtRoadLight,mustOut,0.522912167
d004,h0080,60RO,frtRoadLight,mustOut,0.489946461
d004,h0081,60RO,frtRoadLight,mustOut,0.473934009
d004,h0082,60RO,frtRoadLight,mustOut,0.485453267
d004,h0083,60RO,frtRoadLight,mustOut,0.473113189
d004,h0084,60RO,frtRoadLight,mustOut,0.396229257
d004,h0085,60RO,frtRoadLight,mustOut,0.408767093
d004,h0086,60RO,frtRoadLight,mustOut,0.466272672
d004,h0087,60RO,frtRoadLight,mustOut,0.592055462
d004,h0088,60RO,frtRoadLight,mustOut,0.616954755
d004,h0089,60RO,frtRoadLight,mustOut,0.622491148
d004,h0090,60RO,frtRoadLight,mustOut,0.606947392
d004,h0091,60RO,frtRoadLight,mustOut,0.567512919
d004,h0092,60RO,frtRoadLight,mustOut,0.502353366
d004,h0093,60RO,frtRoadLight,mustOut,0.481686879
d004,h0094,60RO,frtRoadLight,mustOut,0.402530647
d004,h0095,60RO,frtRoadLight,mustOut,0.309605069
d004,h0096,60RO,frtRoadLight,mustOut,0.131282733
d001,h0001,61RO,frtRoadLight,mustOut,0.48281444
d001,h0002,61RO,frtRoadLight,mustOut,0.484989957
d001,h0003,61RO,frtRoadLight,mustOut,0.544048523
d001,h0004,61RO,frtRoadLight,mustOut,0.638230518
d001,h0005,61RO,frtRoadLight,mustOut,0.740448003
d001,h0006,61RO,frtRoadLight,mustOut,0.775615198
d001,h0007,61RO,frtRoadLight,mustOut,0.783966569
d001,h0008,61RO,frtRoadLight,mustOut,0.762330967
d001,h0009,61RO,frtRoadLight,mustOut,0.707522981
d001,h0010,61RO,frtRoadLight,mustOut,0.640498851
d001,h0011,61RO,frtRoadLight,mustOut,0.621929829
d001,h0012,61RO,frtRoadLight,mustOut,0.602724309
d001,h0013,61RO,frtRoadLight,mustOut,0.589629555
d001,h0014,61RO,frtRoadLight,mustOut,0.526125111
d001,h0015,61RO,frtRoadLight,mustOut,0.498187781
d001,h0016,61RO,frtRoadLight,mustOut,0.379359486
d001,h0017,61RO,frtRoadLight,mustOut,0.235881494
d001,h0018,61RO,frtRoadLight,mustOut,0.115461366
d001,h0019,61RO,frtRoadLight,mustOut,0.219583899
d001,h0020,61RO,frtRoadLight,mustOut,0.350655974
d001,h0021,61RO,frtRoadLight,mustOut,0.477788696
d001,h0022,61RO,frtRoadLight,mustOut,0.56542536
d001,h0023,61RO,frtRoadLight,mustOut,0.624870587
