timestep_2,region_4,technology_3,carrier_1,parameter,value
2020,03ES,cspOpenspace_a,,capaConvResi,0.01
2025,03ES,cspOpenspace_a,,capaConvResi,0.01
2030,03ES,cspOpenspace_a,,capaConvResi,0.01
2035,03ES,cspOpenspace_a,,capaConvResi,0.01
2020,04ES,cspOpenspace_a,,capaConvResi,0.01
2025,04ES,cspOpenspace_a,,capaConvResi,0.01
2030,04ES,cspOpenspace_a,,capaConvResi,0.01
2035,04ES,cspOpenspace_a,,capaConvResi,0.01
2040,04ES,cspOpenspace_a,,capaConvResi,0.01
2020,05ES,cspOpenspace_a,,capaConvResi,0.13
2025,05ES,cspOpenspace_a,,capaConvResi,0.13
2030,05ES,cspOpenspace_a,,capaConvResi,0.13
2035,05ES,cspOpenspace_a,,capaConvResi,0.13
2040,05ES,cspOpenspace_a,,capaConvResi,0.09
2020,06ES,cspOpenspace_a,,capaConvResi,0.05
2025,06ES,cspOpenspace_a,,capaConvResi,0.05
2030,06ES,cspOpenspace_a,,capaConvResi,0.05
2035,06ES,cspOpenspace_a,,capaConvResi,0.05
2040,06ES,cspOpenspace_a,,capaConvResi,0.03
2020,08ES,cspOpenspace_a,,capaConvResi,0.21
2025,08ES,cspOpenspace_a,,capaConvResi,0.21
2030,08ES,cspOpenspace_a,,capaConvResi,0.21
2035,08ES,cspOpenspace_a,,capaConvResi,0.21
2040,08ES,cspOpenspace_a,,capaConvResi,0.15
2020,09ES,cspOpenspace_a,,capaConvResi,0.07
2025,09ES,cspOpenspace_a,,capaConvResi,0.07
2030,09ES,cspOpenspace_a,,capaConvResi,0.07
2035,09ES,cspOpenspace_a,,capaConvResi,0.07
2040,09ES,cspOpenspace_a,,capaConvResi,0.05
2020,10ES,cspOpenspace_a,,capaConvResi,0.07
2025,10ES,cspOpenspace_a,,capaConvResi,0.07
2030,10ES,cspOpenspace_a,,capaConvResi,0.07
2035,10ES,cspOpenspace_a,,capaConvResi,0.07
2040,10ES,cspOpenspace_a,,capaConvResi,0.05
2020,11ES,cspOpenspace_a,,capaConvResi,0.06
2025,11ES,cspOpenspace_a,,capaConvResi,0.06
2030,11ES,cspOpenspace_a,,capaConvResi,0.06
2035,11ES,cspOpenspace_a,,capaConvResi,0.06
2040,11ES,cspOpenspace_a,,capaConvResi,0.04
2020,68GR,cspOpenspace_a,,capaConvResi,0.01
2025,68GR,cspOpenspace_a,,capaConvResi,0.01
2020,69GR,cspOpenspace_a,,capaConvResi,0.01
2025,69GR,cspOpenspace_a,,capaConvResi,0.01
2020,62HR,cspOpenspace_a,,capaConvResi,0.01
2025,62HR,cspOpenspace_a,,capaConvResi,0.01
2030,62HR,cspOpenspace_a,,capaConvResi,0.01
2035,62HR,cspOpenspace_a,,capaConvResi,0.01
2020,52IT,cspOpenspace_a,,capaConvResi,0.01
2025,52IT,cspOpenspace_a,,capaConvResi,0.01
2030,52IT,cspOpenspace_a,,capaConvResi,0.01
2035,52IT,cspOpenspace_a,,capaConvResi,0.01
2040,52IT,cspOpenspace_a,,capaConvResi,0.01
2020,01ES,cspOpenspace_b,,capaConvResi,0.02
2025,01ES,cspOpenspace_b,,capaConvResi,0.02
2030,01ES,cspOpenspace_b,,capaConvResi,0.02
2035,01ES,cspOpenspace_b,,capaConvResi,0.02
2040,01ES,cspOpenspace_b,,capaConvResi,0.01
2020,02ES,cspOpenspace_b,,capaConvResi,0.15
2025,02ES,cspOpenspace_b,,capaConvResi,0.15
2030,02ES,cspOpenspace_b,,capaConvResi,0.15
2035,02ES,cspOpenspace_b,,capaConvResi,0.15
2040,02ES,cspOpenspace_b,,capaConvResi,0.11
2020,03ES,cspOpenspace_b,,capaConvResi,0.18
2025,03ES,cspOpenspace_b,,capaConvResi,0.18
2030,03ES,cspOpenspace_b,,capaConvResi,0.18
2035,03ES,cspOpenspace_b,,capaConvResi,0.18
2040,03ES,cspOpenspace_b,,capaConvResi,0.13
2020,04ES,cspOpenspace_b,,capaConvResi,0.04
2025,04ES,cspOpenspace_b,,capaConvResi,0.04
2030,04ES,cspOpenspace_b,,capaConvResi,0.04
2035,04ES,cspOpenspace_b,,capaConvResi,0.04
2040,04ES,cspOpenspace_b,,capaConvResi,0.02
2020,05ES,cspOpenspace_b,,capaConvResi,0.07
2025,05ES,cspOpenspace_b,,capaConvResi,0.07
2030,05ES,cspOpenspace_b,,capaConvResi,0.07
2035,05ES,cspOpenspace_b,,capaConvResi,0.07
2040,05ES,cspOpenspace_b,,capaConvResi,0.05
2020,06ES,cspOpenspace_b,,capaConvResi,0.01
2025,06ES,cspOpenspace_b,,capaConvResi,0.01
2030,06ES,cspOpenspace_b,,capaConvResi,0.01
2035,06ES,cspOpenspace_b,,capaConvResi,0.01
2020,07ES,cspOpenspace_b,,capaConvResi,0.01
2025,07ES,cspOpenspace_b,,capaConvResi,0.01
2030,07ES,cspOpenspace_b,,capaConvResi,0.01
2035,07ES,cspOpenspace_b,,capaConvResi,0.01
2040,07ES,cspOpenspace_b,,capaConvResi,0.01
2020,08ES,cspOpenspace_b,,capaConvResi,0.02
2025,08ES,cspOpenspace_b,,capaConvResi,0.02
2030,08ES,cspOpenspace_b,,capaConvResi,0.02
2035,08ES,cspOpenspace_b,,capaConvResi,0.02
2040,08ES,cspOpenspace_b,,capaConvResi,0.01
2020,09ES,cspOpenspace_b,,capaConvResi,0.11
2025,09ES,cspOpenspace_b,,capaConvResi,0.11
2030,09ES,cspOpenspace_b,,capaConvResi,0.11
2035,09ES,cspOpenspace_b,,capaConvResi,0.11
2040,09ES,cspOpenspace_b,,capaConvResi,0.08
2020,10ES,cspOpenspace_b,,capaConvResi,0.06
2025,10ES,cspOpenspace_b,,capaConvResi,0.06
2030,10ES,cspOpenspace_b,,capaConvResi,0.06
2035,10ES,cspOpenspace_b,,capaConvResi,0.06
2040,10ES,cspOpenspace_b,,capaConvResi,0.04
2020,11ES,cspOpenspace_b,,capaConvResi,0.03
2025,11ES,cspOpenspace_b,,capaConvResi,0.03
2030,11ES,cspOpenspace_b,,capaConvResi,0.03
2035,11ES,cspOpenspace_b,,capaConvResi,0.03
2040,11ES,cspOpenspace_b,,capaConvResi,0.02
2020,68GR,cspOpenspace_b,,capaConvResi,0.03
2025,68GR,cspOpenspace_b,,capaConvResi,0.03
2020,01ES,cspOpenspace_c,,capaConvResi,0.04
2025,01ES,cspOpenspace_c,,capaConvResi,0.04
2030,01ES,cspOpenspace_c,,capaConvResi,0.04
2035,01ES,cspOpenspace_c,,capaConvResi,0.04
2040,01ES,cspOpenspace_c,,capaConvResi,0.02
2020,03ES,cspOpenspace_c,,capaConvResi,0.13
2025,03ES,cspOpenspace_c,,capaConvResi,0.13
2030,03ES,cspOpenspace_c,,capaConvResi,0.13
2035,03ES,cspOpenspace_c,,capaConvResi,0.13
2040,03ES,cspOpenspace_c,,capaConvResi,0.09
2020,04ES,cspOpenspace_c,,capaConvResi,0.01
2025,04ES,cspOpenspace_c,,capaConvResi,0.01
2030,04ES,cspOpenspace_c,,capaConvResi,0.01
2035,04ES,cspOpenspace_c,,capaConvResi,0.01
2040,04ES,cspOpenspace_c,,capaConvResi,0.01
2020,06ES,cspOpenspace_c,,capaConvResi,0.03
2025,06ES,cspOpenspace_c,,capaConvResi,0.03
2030,06ES,cspOpenspace_c,,capaConvResi,0.03
2035,06ES,cspOpenspace_c,,capaConvResi,0.03
2040,06ES,cspOpenspace_c,,capaConvResi,0.02
2020,08ES,cspOpenspace_c,,capaConvResi,0.21
2025,08ES,cspOpenspace_c,,capaConvResi,0.21
2030,08ES,cspOpenspace_c,,capaConvResi,0.21
2035,08ES,cspOpenspace_c,,capaConvResi,0.21
2040,08ES,cspOpenspace_c,,capaConvResi,0.15
2020,09ES,cspOpenspace_c,,capaConvResi,0.01
2025,09ES,cspOpenspace_c,,capaConvResi,0.01
2030,09ES,cspOpenspace_c,,capaConvResi,0.01
2035,09ES,cspOpenspace_c,,capaConvResi,0.01
2040,09ES,cspOpenspace_c,,capaConvResi,0.01
2020,10ES,cspOpenspace_c,,capaConvResi,0.11
2025,10ES,cspOpenspace_c,,capaConvResi,0.11
2030,10ES,cspOpenspace_c,,capaConvResi,0.11
2035,10ES,cspOpenspace_c,,capaConvResi,0.11
2040,10ES,cspOpenspace_c,,capaConvResi,0.08
2020,11ES,cspOpenspace_c,,capaConvResi,0.23
2025,11ES,cspOpenspace_c,,capaConvResi,0.23
2030,11ES,cspOpenspace_c,,capaConvResi,0.23
2035,11ES,cspOpenspace_c,,capaConvResi,0.23
2040,11ES,cspOpenspace_c,,capaConvResi,0.16
2020,69GR,cspOpenspace_c,,capaConvResi,0.02
2025,69GR,cspOpenspace_c,,capaConvResi,0.02
2020,52IT,cspOpenspace_c,,capaConvResi,0.03
2025,52IT,cspOpenspace_c,,capaConvResi,0.03
2030,52IT,cspOpenspace_c,,capaConvResi,0.03
2035,52IT,cspOpenspace_c,,capaConvResi,0.03
2040,52IT,cspOpenspace_c,,capaConvResi,0.03
2020,55IT,cspOpenspace_c,,capaConvResi,0.01
2025,55IT,cspOpenspace_c,,capaConvResi,0.01
2030,55IT,cspOpenspace_c,,capaConvResi,0.01
2035,55IT,cspOpenspace_c,,capaConvResi,0.01
2040,55IT,cspOpenspace_c,,capaConvResi,0.01
2020,50AT,gasPlantStock_a,,capaConvResi,2.86
2025,50AT,gasPlantStock_a,,capaConvResi,2.86
2030,50AT,gasPlantStock_a,,capaConvResi,2.83
2035,50AT,gasPlantStock_a,,capaConvResi,2.6
2040,50AT,gasPlantStock_a,,capaConvResi,2.32
2045,50AT,gasPlantStock_a,,capaConvResi,1.39
2020,51AT,gasPlantStock_a,,capaConvResi,2.53
2025,51AT,gasPlantStock_a,,capaConvResi,2.53
2030,51AT,gasPlantStock_a,,capaConvResi,2.49
2035,51AT,gasPlantStock_a,,capaConvResi,2.3
2040,51AT,gasPlantStock_a,,capaConvResi,2.04
2045,51AT,gasPlantStock_a,,capaConvResi,1.23
2020,28BE,gasPlantStock_a,,capaConvResi,5.21
2025,28BE,gasPlantStock_a,,capaConvResi,5.21
2030,28BE,gasPlantStock_a,,capaConvResi,5.04
2035,28BE,gasPlantStock_a,,capaConvResi,3.99
2040,28BE,gasPlantStock_a,,capaConvResi,2.39
2045,28BE,gasPlantStock_a,,capaConvResi,1.65
2050,28BE,gasPlantStock_a,,capaConvResi,0.91
2020,39CZ,gasPlantStock_a,,capaConvResi,0.87
2025,39CZ,gasPlantStock_a,,capaConvResi,0.87
2030,39CZ,gasPlantStock_a,,capaConvResi,0.87
2035,39CZ,gasPlantStock_a,,capaConvResi,0.87
2040,39CZ,gasPlantStock_a,,capaConvResi,0.01
2020,40CZ,gasPlantStock_a,,capaConvResi,0.37
2025,40CZ,gasPlantStock_a,,capaConvResi,0.37
2030,40CZ,gasPlantStock_a,,capaConvResi,0.37
2035,40CZ,gasPlantStock_a,,capaConvResi,0.37
2020,31DE,gasPlantStock_a,,capaConvResi,4.8
2025,31DE,gasPlantStock_a,,capaConvResi,4.78
2030,31DE,gasPlantStock_a,,capaConvResi,3.97
2035,31DE,gasPlantStock_a,,capaConvResi,3.51
2040,31DE,gasPlantStock_a,,capaConvResi,2.32
2045,31DE,gasPlantStock_a,,capaConvResi,1.39
2050,31DE,gasPlantStock_a,,capaConvResi,0.5
2020,32DE,gasPlantStock_a,,capaConvResi,1.14
2025,32DE,gasPlantStock_a,,capaConvResi,1.14
2030,32DE,gasPlantStock_a,,capaConvResi,0.95
2035,32DE,gasPlantStock_a,,capaConvResi,0.84
2040,32DE,gasPlantStock_a,,capaConvResi,0.55
2045,32DE,gasPlantStock_a,,capaConvResi,0.33
2050,32DE,gasPlantStock_a,,capaConvResi,0.12
2020,33DE,gasPlantStock_a,,capaConvResi,10.48
2025,33DE,gasPlantStock_a,,capaConvResi,10.45
2030,33DE,gasPlantStock_a,,capaConvResi,8.68
2035,33DE,gasPlantStock_a,,capaConvResi,7.67
2040,33DE,gasPlantStock_a,,capaConvResi,5.07
2045,33DE,gasPlantStock_a,,capaConvResi,3.04
2050,33DE,gasPlantStock_a,,capaConvResi,1.11
2020,34DE,gasPlantStock_a,,capaConvResi,2.12
2025,34DE,gasPlantStock_a,,capaConvResi,2.11
2030,34DE,gasPlantStock_a,,capaConvResi,1.75
2035,34DE,gasPlantStock_a,,capaConvResi,1.55
2040,34DE,gasPlantStock_a,,capaConvResi,1.02
2045,34DE,gasPlantStock_a,,capaConvResi,0.61
2050,34DE,gasPlantStock_a,,capaConvResi,0.22
2020,35DE,gasPlantStock_a,,capaConvResi,3.62
2025,35DE,gasPlantStock_a,,capaConvResi,3.61
2030,35DE,gasPlantStock_a,,capaConvResi,3
2035,35DE,gasPlantStock_a,,capaConvResi,2.65
2040,35DE,gasPlantStock_a,,capaConvResi,1.75
2045,35DE,gasPlantStock_a,,capaConvResi,1.05
2050,35DE,gasPlantStock_a,,capaConvResi,0.38
2020,37DE,gasPlantStock_a,,capaConvResi,5.64
2025,37DE,gasPlantStock_a,,capaConvResi,5.62
2030,37DE,gasPlantStock_a,,capaConvResi,4.67
2035,37DE,gasPlantStock_a,,capaConvResi,4.12
2040,37DE,gasPlantStock_a,,capaConvResi,2.72
2045,37DE,gasPlantStock_a,,capaConvResi,1.63
2050,37DE,gasPlantStock_a,,capaConvResi,0.59
2020,72DK,gasPlantStock_a,,capaConvResi,0.33
2025,72DK,gasPlantStock_a,,capaConvResi,0.33
2030,72DK,gasPlantStock_a,,capaConvResi,0.32
2035,72DK,gasPlantStock_a,,capaConvResi,0.14
2020,01ES,gasPlantStock_a,,capaConvResi,2.27
2025,01ES,gasPlantStock_a,,capaConvResi,2.27
2030,01ES,gasPlantStock_a,,capaConvResi,2.26
2035,01ES,gasPlantStock_a,,capaConvResi,2.25
2040,01ES,gasPlantStock_a,,capaConvResi,2.2
2045,01ES,gasPlantStock_a,,capaConvResi,1.24
2050,01ES,gasPlantStock_a,,capaConvResi,0.14
2020,02ES,gasPlantStock_a,,capaConvResi,0.62
2025,02ES,gasPlantStock_a,,capaConvResi,0.62
2030,02ES,gasPlantStock_a,,capaConvResi,0.62
2035,02ES,gasPlantStock_a,,capaConvResi,0.62
2040,02ES,gasPlantStock_a,,capaConvResi,0.6
2045,02ES,gasPlantStock_a,,capaConvResi,0.34
2050,02ES,gasPlantStock_a,,capaConvResi,0.04
2020,03ES,gasPlantStock_a,,capaConvResi,0.65
2025,03ES,gasPlantStock_a,,capaConvResi,0.65
2030,03ES,gasPlantStock_a,,capaConvResi,0.65
2035,03ES,gasPlantStock_a,,capaConvResi,0.65
2040,03ES,gasPlantStock_a,,capaConvResi,0.63
2045,03ES,gasPlantStock_a,,capaConvResi,0.36
2050,03ES,gasPlantStock_a,,capaConvResi,0.04
2020,04ES,gasPlantStock_a,,capaConvResi,2.08
2025,04ES,gasPlantStock_a,,capaConvResi,2.08
2030,04ES,gasPlantStock_a,,capaConvResi,2.08
2035,04ES,gasPlantStock_a,,capaConvResi,2.06
2040,04ES,gasPlantStock_a,,capaConvResi,2.02
2045,04ES,gasPlantStock_a,,capaConvResi,1.14
2050,04ES,gasPlantStock_a,,capaConvResi,0.13
2020,05ES,gasPlantStock_a,,capaConvResi,2.3
2025,05ES,gasPlantStock_a,,capaConvResi,2.3
2030,05ES,gasPlantStock_a,,capaConvResi,2.29
2035,05ES,gasPlantStock_a,,capaConvResi,2.28
2040,05ES,gasPlantStock_a,,capaConvResi,2.23
2045,05ES,gasPlantStock_a,,capaConvResi,1.26
2050,05ES,gasPlantStock_a,,capaConvResi,0.14
2020,06ES,gasPlantStock_a,,capaConvResi,4.38
2025,06ES,gasPlantStock_a,,capaConvResi,4.38
2030,06ES,gasPlantStock_a,,capaConvResi,4.38
2035,06ES,gasPlantStock_a,,capaConvResi,4.35
2040,06ES,gasPlantStock_a,,capaConvResi,4.25
2045,06ES,gasPlantStock_a,,capaConvResi,2.4
2050,06ES,gasPlantStock_a,,capaConvResi,0.28
2020,07ES,gasPlantStock_a,,capaConvResi,2.01
2025,07ES,gasPlantStock_a,,capaConvResi,2.01
2030,07ES,gasPlantStock_a,,capaConvResi,2.01
2035,07ES,gasPlantStock_a,,capaConvResi,1.99
2040,07ES,gasPlantStock_a,,capaConvResi,1.95
2045,07ES,gasPlantStock_a,,capaConvResi,1.1
2050,07ES,gasPlantStock_a,,capaConvResi,0.13
2020,08ES,gasPlantStock_a,,capaConvResi,2.31
2025,08ES,gasPlantStock_a,,capaConvResi,2.31
2030,08ES,gasPlantStock_a,,capaConvResi,2.31
2035,08ES,gasPlantStock_a,,capaConvResi,2.29
2040,08ES,gasPlantStock_a,,capaConvResi,2.24
2045,08ES,gasPlantStock_a,,capaConvResi,1.26
2050,08ES,gasPlantStock_a,,capaConvResi,0.14
2020,09ES,gasPlantStock_a,,capaConvResi,5.49
2025,09ES,gasPlantStock_a,,capaConvResi,5.49
2030,09ES,gasPlantStock_a,,capaConvResi,5.48
2035,09ES,gasPlantStock_a,,capaConvResi,5.44
2040,09ES,gasPlantStock_a,,capaConvResi,5.32
2045,09ES,gasPlantStock_a,,capaConvResi,3
2050,09ES,gasPlantStock_a,,capaConvResi,0.35
2020,10ES,gasPlantStock_a,,capaConvResi,5.04
2025,10ES,gasPlantStock_a,,capaConvResi,5.04
2030,10ES,gasPlantStock_a,,capaConvResi,5.04
2035,10ES,gasPlantStock_a,,capaConvResi,5
2040,10ES,gasPlantStock_a,,capaConvResi,4.88
2045,10ES,gasPlantStock_a,,capaConvResi,2.76
2050,10ES,gasPlantStock_a,,capaConvResi,0.32
2020,11ES,gasPlantStock_a,,capaConvResi,3.89
2025,11ES,gasPlantStock_a,,capaConvResi,3.89
2030,11ES,gasPlantStock_a,,capaConvResi,3.89
2035,11ES,gasPlantStock_a,,capaConvResi,3.86
2040,11ES,gasPlantStock_a,,capaConvResi,3.77
2045,11ES,gasPlantStock_a,,capaConvResi,2.13
2050,11ES,gasPlantStock_a,,capaConvResi,0.25
2020,74FI,gasPlantStock_a,,capaConvResi,0.23
2025,74FI,gasPlantStock_a,,capaConvResi,0.23
2030,74FI,gasPlantStock_a,,capaConvResi,0.2
2035,74FI,gasPlantStock_a,,capaConvResi,0.18
2040,74FI,gasPlantStock_a,,capaConvResi,0.04
2045,74FI,gasPlantStock_a,,capaConvResi,0.04
2020,75FI,gasPlantStock_a,,capaConvResi,1.49
2025,75FI,gasPlantStock_a,,capaConvResi,1.48
2030,75FI,gasPlantStock_a,,capaConvResi,1.33
2035,75FI,gasPlantStock_a,,capaConvResi,1.17
2040,75FI,gasPlantStock_a,,capaConvResi,0.26
2045,75FI,gasPlantStock_a,,capaConvResi,0.26
2020,14FR,gasPlantStock_a,,capaConvResi,1.03
2025,14FR,gasPlantStock_a,,capaConvResi,1.03
2030,14FR,gasPlantStock_a,,capaConvResi,1.03
2035,14FR,gasPlantStock_a,,capaConvResi,1.03
2040,14FR,gasPlantStock_a,,capaConvResi,0.98
2045,14FR,gasPlantStock_a,,capaConvResi,0.96
2050,14FR,gasPlantStock_a,,capaConvResi,0.58
2020,16FR,gasPlantStock_a,,capaConvResi,0.29
2025,16FR,gasPlantStock_a,,capaConvResi,0.29
2030,16FR,gasPlantStock_a,,capaConvResi,0.29
2035,16FR,gasPlantStock_a,,capaConvResi,0.29
2040,16FR,gasPlantStock_a,,capaConvResi,0.28
2045,16FR,gasPlantStock_a,,capaConvResi,0.27
2050,16FR,gasPlantStock_a,,capaConvResi,0.16
2020,17FR,gasPlantStock_a,,capaConvResi,0.13
2025,17FR,gasPlantStock_a,,capaConvResi,0.13
2030,17FR,gasPlantStock_a,,capaConvResi,0.13
2035,17FR,gasPlantStock_a,,capaConvResi,0.13
2040,17FR,gasPlantStock_a,,capaConvResi,0.12
2045,17FR,gasPlantStock_a,,capaConvResi,0.12
2050,17FR,gasPlantStock_a,,capaConvResi,0.07
2020,18FR,gasPlantStock_a,,capaConvResi,1.05
2025,18FR,gasPlantStock_a,,capaConvResi,1.05
2030,18FR,gasPlantStock_a,,capaConvResi,1.05
2035,18FR,gasPlantStock_a,,capaConvResi,1.04
2040,18FR,gasPlantStock_a,,capaConvResi,1
2045,18FR,gasPlantStock_a,,capaConvResi,0.97
2050,18FR,gasPlantStock_a,,capaConvResi,0.59
2020,19FR,gasPlantStock_a,,capaConvResi,0.31
2025,19FR,gasPlantStock_a,,capaConvResi,0.31
2030,19FR,gasPlantStock_a,,capaConvResi,0.31
2035,19FR,gasPlantStock_a,,capaConvResi,0.31
2040,19FR,gasPlantStock_a,,capaConvResi,0.3
2045,19FR,gasPlantStock_a,,capaConvResi,0.29
2050,19FR,gasPlantStock_a,,capaConvResi,0.17
2020,20FR,gasPlantStock_a,,capaConvResi,0.4
2025,20FR,gasPlantStock_a,,capaConvResi,0.4
2030,20FR,gasPlantStock_a,,capaConvResi,0.4
2035,20FR,gasPlantStock_a,,capaConvResi,0.4
2040,20FR,gasPlantStock_a,,capaConvResi,0.38
2045,20FR,gasPlantStock_a,,capaConvResi,0.37
2050,20FR,gasPlantStock_a,,capaConvResi,0.22
2020,21FR,gasPlantStock_a,,capaConvResi,0.54
2025,21FR,gasPlantStock_a,,capaConvResi,0.54
2030,21FR,gasPlantStock_a,,capaConvResi,0.54
2035,21FR,gasPlantStock_a,,capaConvResi,0.54
2040,21FR,gasPlantStock_a,,capaConvResi,0.51
2045,21FR,gasPlantStock_a,,capaConvResi,0.5
2050,21FR,gasPlantStock_a,,capaConvResi,0.3
2020,22FR,gasPlantStock_a,,capaConvResi,0.2
2025,22FR,gasPlantStock_a,,capaConvResi,0.2
2030,22FR,gasPlantStock_a,,capaConvResi,0.2
2035,22FR,gasPlantStock_a,,capaConvResi,0.2
2040,22FR,gasPlantStock_a,,capaConvResi,0.19
2045,22FR,gasPlantStock_a,,capaConvResi,0.18
2050,22FR,gasPlantStock_a,,capaConvResi,0.11
2020,23FR,gasPlantStock_a,,capaConvResi,3.14
2025,23FR,gasPlantStock_a,,capaConvResi,3.14
2030,23FR,gasPlantStock_a,,capaConvResi,3.14
2035,23FR,gasPlantStock_a,,capaConvResi,3.13
2040,23FR,gasPlantStock_a,,capaConvResi,2.99
2045,23FR,gasPlantStock_a,,capaConvResi,2.92
2050,23FR,gasPlantStock_a,,capaConvResi,1.76
2020,24FR,gasPlantStock_a,,capaConvResi,0.79
2025,24FR,gasPlantStock_a,,capaConvResi,0.79
2030,24FR,gasPlantStock_a,,capaConvResi,0.79
2035,24FR,gasPlantStock_a,,capaConvResi,0.78
2040,24FR,gasPlantStock_a,,capaConvResi,0.75
2045,24FR,gasPlantStock_a,,capaConvResi,0.73
2050,24FR,gasPlantStock_a,,capaConvResi,0.44
2020,25FR,gasPlantStock_a,,capaConvResi,1.23
2025,25FR,gasPlantStock_a,,capaConvResi,1.23
2030,25FR,gasPlantStock_a,,capaConvResi,1.23
2035,25FR,gasPlantStock_a,,capaConvResi,1.23
2040,25FR,gasPlantStock_a,,capaConvResi,1.17
2045,25FR,gasPlantStock_a,,capaConvResi,1.14
2050,25FR,gasPlantStock_a,,capaConvResi,0.69
2020,26FR,gasPlantStock_a,,capaConvResi,2.97
2025,26FR,gasPlantStock_a,,capaConvResi,2.97
2030,26FR,gasPlantStock_a,,capaConvResi,2.97
2035,26FR,gasPlantStock_a,,capaConvResi,2.96
2040,26FR,gasPlantStock_a,,capaConvResi,2.83
2045,26FR,gasPlantStock_a,,capaConvResi,2.77
2050,26FR,gasPlantStock_a,,capaConvResi,1.67
2020,27FR,gasPlantStock_a,,capaConvResi,0.17
2025,27FR,gasPlantStock_a,,capaConvResi,0.17
2030,27FR,gasPlantStock_a,,capaConvResi,0.17
2035,27FR,gasPlantStock_a,,capaConvResi,0.17
2040,27FR,gasPlantStock_a,,capaConvResi,0.16
2045,27FR,gasPlantStock_a,,capaConvResi,0.16
2050,27FR,gasPlantStock_a,,capaConvResi,0.09
2020,99FR,gasPlantStock_a,,capaConvResi,0.41
2025,99FR,gasPlantStock_a,,capaConvResi,0.41
2030,99FR,gasPlantStock_a,,capaConvResi,0.41
2035,99FR,gasPlantStock_a,,capaConvResi,0.41
2040,99FR,gasPlantStock_a,,capaConvResi,0.39
2045,99FR,gasPlantStock_a,,capaConvResi,0.38
2050,99FR,gasPlantStock_a,,capaConvResi,0.23
2020,68GR,gasPlantStock_a,,capaConvResi,0.85
2025,68GR,gasPlantStock_a,,capaConvResi,0.85
2030,68GR,gasPlantStock_a,,capaConvResi,0.84
2035,68GR,gasPlantStock_a,,capaConvResi,0.83
2040,68GR,gasPlantStock_a,,capaConvResi,0.72
2045,68GR,gasPlantStock_a,,capaConvResi,0.55
2050,68GR,gasPlantStock_a,,capaConvResi,0.16
2020,69GR,gasPlantStock_a,,capaConvResi,6.5
2025,69GR,gasPlantStock_a,,capaConvResi,6.5
2030,69GR,gasPlantStock_a,,capaConvResi,6.39
2035,69GR,gasPlantStock_a,,capaConvResi,6.33
2040,69GR,gasPlantStock_a,,capaConvResi,5.5
2045,69GR,gasPlantStock_a,,capaConvResi,4.18
2050,69GR,gasPlantStock_a,,capaConvResi,1.24
2020,62HR,gasPlantStock_a,,capaConvResi,2.24
2025,62HR,gasPlantStock_a,,capaConvResi,2.24
2030,62HR,gasPlantStock_a,,capaConvResi,2.24
2035,62HR,gasPlantStock_a,,capaConvResi,2.24
2040,62HR,gasPlantStock_a,,capaConvResi,1.23
2045,62HR,gasPlantStock_a,,capaConvResi,0.79
2020,58HU,gasPlantStock_a,,capaConvResi,3.2
2025,58HU,gasPlantStock_a,,capaConvResi,3.2
2030,58HU,gasPlantStock_a,,capaConvResi,3.2
2035,58HU,gasPlantStock_a,,capaConvResi,2.73
2040,58HU,gasPlantStock_a,,capaConvResi,1.58
2045,58HU,gasPlantStock_a,,capaConvResi,1.16
2050,58HU,gasPlantStock_a,,capaConvResi,1.03
2020,96IE,gasPlantStock_a,,capaConvResi,5.05
2025,96IE,gasPlantStock_a,,capaConvResi,4.78
2030,96IE,gasPlantStock_a,,capaConvResi,4.78
2035,96IE,gasPlantStock_a,,capaConvResi,4.52
2040,96IE,gasPlantStock_a,,capaConvResi,4.01
2045,96IE,gasPlantStock_a,,capaConvResi,2.76
2020,52IT,gasPlantStock_a,,capaConvResi,21.5
2025,52IT,gasPlantStock_a,,capaConvResi,21.5
2030,52IT,gasPlantStock_a,,capaConvResi,21.39
2035,52IT,gasPlantStock_a,,capaConvResi,20.98
2040,52IT,gasPlantStock_a,,capaConvResi,18.45
2045,52IT,gasPlantStock_a,,capaConvResi,10.09
2050,52IT,gasPlantStock_a,,capaConvResi,1.39
2020,53IT,gasPlantStock_a,,capaConvResi,3.2
2025,53IT,gasPlantStock_a,,capaConvResi,3.2
2030,53IT,gasPlantStock_a,,capaConvResi,3.18
2035,53IT,gasPlantStock_a,,capaConvResi,3.12
2040,53IT,gasPlantStock_a,,capaConvResi,2.74
2045,53IT,gasPlantStock_a,,capaConvResi,1.5
2050,53IT,gasPlantStock_a,,capaConvResi,0.2
2020,54IT,gasPlantStock_a,,capaConvResi,9.01
2025,54IT,gasPlantStock_a,,capaConvResi,9.01
2030,54IT,gasPlantStock_a,,capaConvResi,8.96
2035,54IT,gasPlantStock_a,,capaConvResi,8.79
2040,54IT,gasPlantStock_a,,capaConvResi,7.73
2045,54IT,gasPlantStock_a,,capaConvResi,4.22
2050,54IT,gasPlantStock_a,,capaConvResi,0.58
2020,55IT,gasPlantStock_a,,capaConvResi,10.37
2025,55IT,gasPlantStock_a,,capaConvResi,10.37
2030,55IT,gasPlantStock_a,,capaConvResi,10.32
2035,55IT,gasPlantStock_a,,capaConvResi,10.12
2040,55IT,gasPlantStock_a,,capaConvResi,8.9
2045,55IT,gasPlantStock_a,,capaConvResi,4.86
